Reporting Area,MMWR Year,MMWR Week,"Dengue virus infections§ , Dengue, Current week","Dengue virus infections§ , Dengue, Current week, flag ","Dengue virus infections§ , Dengue, Previous 52 weeks Max†","Dengue virus infections§ , Dengue, Previous 52 weeks Max†, flag","Dengue virus infections§ , Dengue, Cum 2019†","Dengue virus infections§ , Dengue, Cum 2019†, flag","Dengue virus infections§ , Dengue, Cum 2018†","Dengue virus infections§ , Dengue, Cum 2018†, flag","Dengue virus infections§ s, Dengue-like illness, Current week","Dengue virus infections§ , Dengue-like illness, Current week, flag ","Dengue virus infections§ , Dengue-like illness, Previous 52 weeks Max†","Dengue virus infections§ , Dengue-like illness, Previous 52 weeks Max†, flag","Dengue virus infections§ , Dengue-like illness, Cum 2019†","Dengue virus infections§ , Dengue-like illness, Cum 2019†, flag","Dengue virus infections§ , Dengue-like illness, Cum 2018†","Dengue virus infections§ , Dengue-like illness, Cum 2018†, flag","Dengue virus infections§ , Severe dengue, Current week","Dengue virus infections§ , Severe dengue, Current week, flag","Dengue virus infections§ , Severe dengue, Previous 52 weeks Max†","Dengue virus infections§ , Severe dengue, Previous 52 weeks Max†, flag","Dengue virus infections§ , Severe dengue,  Cum 2019†","Dengue virus infections§ , Severe dengue,  Cum 2019†, flag","Dengue virus infections§ , Severe dengue,  Cum 2018†","Dengue virus infections§ , Severe dengue, Cum 2018†, flag",Location 1,Location 2
SOUTH ATLANTIC,2019,6,,-,9,,8,,4,,,-,1,,,-,1,,,-,1,,,-,,-,,SOUTH ATLANTIC
WYOMING,2019,6,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
WEST NORTH CENTRAL,2019,6,,-,5,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,,WEST NORTH CENTRAL
TEXAS,2019,6,,-,3,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
NEVADA,2019,6,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
US TERRITORIES,2019,6,,-,31,,,-,130,,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
PUERTO RICO,2019,6,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
PENNSYLVANIA,2019,6,,-,2,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
ARIZONA,2019,6,,-,1,,,-,,-,,-,1,,,-,,-,,-,1,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
NEW ENGLAND,2019,6,,-,2,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,,NEW ENGLAND
MOUNTAIN,2019,6,,-,2,,1,,,-,,-,1,,,-,,-,,-,1,,,-,,-,,MOUNTAIN
MINNESOTA,2019,6,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
NORTHERN MARIANA ISLANDS,2019,6,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
VERMONT,2019,6,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
ARKANSAS,2019,6,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
IDAHO,2019,6,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
UTAH,2019,6,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
NEW JERSEY,2019,6,,-,5,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
WEST SOUTH CENTRAL,2019,6,,-,3,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,,WEST SOUTH CENTRAL
NON-US RESIDENTS,2019,6,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
MICHIGAN,2019,6,,-,1,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
MAINE,2019,6,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
U.S. VIRGIN ISLANDS,2019,6,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
MARYLAND,2019,6,,-,1,,1,,,-,,-,1,,,-,,-,,-,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
DISTRICT OF COLUMBIA,2019,6,,-,1,,,-,1,,,-,1,,,-,1,,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
PACIFIC,2019,6,,-,7,,2,,12,,,-,0,,,-,,-,,-,1,,,-,,-,,PACIFIC
NEW MEXICO,2019,6,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
WASHINGTON,2019,6,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
OKLAHOMA,2019,6,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
NEW YORK CITY,2019,6,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY
NEBRASKA,2019,6,,-,1,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
CONNECTICUT,2019,6,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
MISSISSIPPI,2019,6,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
TOTAL,2019,6,,-,37,,16,,154,,,-,2,,,-,1,,,-,1,,,-,,-,,TOTAL
AMERICAN SAMOA,2019,6,,-,31,,,-,130,,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA
KANSAS,2019,6,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
LOUISIANA,2019,6,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
SOUTH CAROLINA,2019,6,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
NEW HAMPSHIRE,2019,6,,-,1,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
VIRGINIA,2019,6,,-,3,,2,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
FLORIDA,2019,6,,-,8,,4,,1,,,-,1,,,-,,-,,-,1,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
HAWAII,2019,6,,-,2,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
MIDDDLE ATLANTIC,2019,6,,-,5,,,-,3,,,-,1,,,-,,-,,-,0,,,-,,-,,MIDDDLE ATLANTIC
NEW YORK,2019,6,,-,2,,,-,1,,,-,1,,,-,,-,,-,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
KENTUCKY,2019,6,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
OREGON,2019,6,,-,1,,1,,1,,,-,0,,,-,,-,,-,1,,,-,,-,"OREGON
(44.567912, -120.156945)",
CALIFORNIA,2019,6,,-,7,,,-,7,,,-,0,,,-,,-,,-,0,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
RHODE ISLAND,2019,6,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
ALABAMA,2019,6,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
WEST VIRGINIA,2019,6,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
ILLINOIS,2019,6,,-,2,,2,,2,,,-,1,,,-,,-,,-,0,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
MISSOURI,2019,6,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
COLORADO,2019,6,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
DELAWARE,2019,6,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
NEW YORK,2019,7,,-,2,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
EAST NORTH CENTRAL,2019,7,,-,4,,4,,4,,,-,1,,,-,,-,,-,1,,,-,,-,,EAST NORTH CENTRAL
NORTH CAROLINA,2019,7,,-,2,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
NEW MEXICO,2019,7,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
GEORGIA,2019,7,,-,2,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
MINNESOTA,2019,7,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
PUERTO RICO,2019,7,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
MIDDDLE ATLANTIC,2019,7,,-,5,,,-,5,,,-,0,,,-,,-,,-,0,,,-,,-,,MIDDDLE ATLANTIC
MICHIGAN,2019,7,,-,1,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
PACIFIC,2019,7,,-,7,,3,,14,,,-,0,,,-,,-,,-,1,,,-,,-,,PACIFIC
KANSAS,2019,7,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
US TERRITORIES,2019,7,,-,24,,,-,134,,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
LOUISIANA,2019,7,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
MARYLAND,2019,7,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
TENNESSEE,2019,7,,-,2,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
WISCONSIN,2019,7,,-,1,,1,,,-,,-,0,,,-,,-,,-,1,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
MONTANA,2019,7,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
OKLAHOMA,2019,7,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
OHIO,2019,7,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
MAINE,2019,7,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
WEST SOUTH CENTRAL,2019,7,,-,3,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,,WEST SOUTH CENTRAL
CONNECTICUT,2019,7,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
DISTRICT OF COLUMBIA,2019,7,,-,1,,,-,1,,,-,1,,,-,1,,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
VERMONT,2019,7,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
EAST SOUTH CENTRAL,2019,7,,-,3,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL
NEW YORK CITY,2019,7,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY
NORTHERN MARIANA ISLANDS,2019,7,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
ALABAMA,2019,7,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
NEW ENGLAND,2019,7,,-,2,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,,NEW ENGLAND
INDIANA,2019,7,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
KENTUCKY,2019,7,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
WASHINGTON,2019,7,,-,1,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
PENNSYLVANIA,2019,7,,-,2,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
DELAWARE,2019,7,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
NORTH DAKOTA,2019,7,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
MISSISSIPPI,2019,7,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
WEST VIRGINIA,2019,7,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
FLORIDA,2019,7,,-,8,,12,,2,,,-,1,,,-,,-,,-,1,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
CALIFORNIA,2019,7,,-,7,,,-,7,,,-,0,,,-,,-,,-,0,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
US RESIDENTS,2019,7,,-,20,,26,,30,,,-,1,,,-,1,,,-,1,,,-,,-,,US RESIDENTS
U.S. VIRGIN ISLANDS,2019,7,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
MASSACHUSETTS,2019,7,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
IOWA,2019,7,,-,4,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
WEST NORTH CENTRAL,2019,7,,-,5,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,WEST NORTH CENTRAL
ILLINOIS,2019,7,,-,2,,2,,2,,,-,1,,,-,,-,,-,0,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
RHODE ISLAND,2019,7,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
HAWAII,2019,7,,-,2,,,-,4,,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
SOUTH ATLANTIC,2019,7,,-,10,,16,,6,,,-,1,,,-,1,,,-,1,,,-,,-,,SOUTH ATLANTIC
ARKANSAS,2019,7,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
SOUTH DAKOTA,2019,7,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
TOTAL,2019,7,,-,30,,26,,164,,,-,1,,,-,1,,,-,1,,,-,,-,,TOTAL
COLORADO,2019,7,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
MISSOURI,2019,7,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
OREGON,2019,7,,-,1,,1,,2,,,-,0,,,-,,-,,-,1,,,-,,-,"OREGON
(44.567912, -120.156945)",
SOUTH CAROLINA,2019,7,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
GUAM,2019,7,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
IDAHO,2019,7,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
TEXAS,2019,7,,-,3,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
MOUNTAIN,2019,7,,-,2,,1,,,-,,-,1,,,-,,-,,-,1,,,-,,-,,MOUNTAIN
UTAH,2019,7,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
NEW JERSEY,2019,7,,-,5,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
NEW HAMPSHIRE,2019,7,,-,1,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
NON-US RESIDENTS,2019,7,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
NEVADA,2019,7,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
VIRGINIA,2019,7,,-,3,,2,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
ALASKA,2019,7,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
AMERICAN SAMOA,2019,7,,-,24,,,-,133,,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA
NEBRASKA,2019,7,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
ARIZONA,2019,7,,-,1,,,-,,-,,-,1,,,-,,-,,-,1,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
WYOMING,2019,7,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
AMERICAN SAMOA,2019,8,,-,24,,,-,147,,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA
HAWAII,2019,8,,-,2,,,-,4,,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
GUAM,2019,8,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
KANSAS,2019,8,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
NON-US RESIDENTS,2019,8,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
OREGON,2019,8,,-,1,,2,,2,,,-,0,,,-,,-,,-,1,,,-,,-,"OREGON
(44.567912, -120.156945)",
U.S. VIRGIN ISLANDS,2019,8,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
NEW MEXICO,2019,8,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
MIDDDLE ATLANTIC,2019,8,,-,5,,2,,5,,,-,0,,,-,,-,,-,0,,,-,,-,,MIDDDLE ATLANTIC
FLORIDA,2019,8,,-,9,,13,,2,,,-,1,,,-,,-,,-,1,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
TOTAL,2019,8,,-,30,,39,,178,,,-,1,,1,,1,,,-,1,,,-,,-,,TOTAL
ILLINOIS,2019,8,,-,2,,2,,2,,,-,1,,,-,,-,,-,0,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
NEW YORK,2019,8,,-,2,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
VIRGINIA,2019,8,,-,3,,2,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
PENNSYLVANIA,2019,8,,-,2,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
GEORGIA,2019,8,,-,2,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
TEXAS,2019,8,,-,3,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
ALABAMA,2019,8,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
NEBRASKA,2019,8,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
TENNESSEE,2019,8,,-,2,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
EAST NORTH CENTRAL,2019,8,,-,4,,5,,4,,,-,1,,1,,,-,,-,1,,,-,,-,,EAST NORTH CENTRAL
NEW YORK CITY,2019,8,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY
NEW HAMPSHIRE,2019,8,,-,1,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
CALIFORNIA,2019,8,,-,7,,6,,7,,,-,0,,,-,,-,,-,0,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
DISTRICT OF COLUMBIA,2019,8,,-,1,,,-,1,,,-,1,,,-,1,,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
RHODE ISLAND,2019,8,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
KENTUCKY,2019,8,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
WYOMING,2019,8,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
SOUTH DAKOTA,2019,8,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
WASHINGTON,2019,8,,-,1,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
MARYLAND,2019,8,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
ARKANSAS,2019,8,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
OHIO,2019,8,,-,2,,,-,,-,,-,1,,1,,,-,,-,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
MISSOURI,2019,8,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
COLORADO,2019,8,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
CONNECTICUT,2019,8,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
PACIFIC,2019,8,,-,7,,10,,14,,,-,0,,,-,,-,,-,1,,,-,,-,,PACIFIC
EAST SOUTH CENTRAL,2019,8,,-,3,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL
NORTHERN MARIANA ISLANDS,2019,8,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
SOUTH CAROLINA,2019,8,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
MINNESOTA,2019,8,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
WISCONSIN,2019,8,,-,1,,2,,,-,,-,0,,,-,,-,,-,1,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
ARIZONA,2019,8,,-,1,,,-,,-,,-,1,,,-,,-,,-,1,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
WEST NORTH CENTRAL,2019,8,,-,5,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,,WEST NORTH CENTRAL
SOUTH ATLANTIC,2019,8,,-,10,,17,,6,,,-,1,,,-,1,,,-,1,,,-,,-,,SOUTH ATLANTIC
WEST SOUTH CENTRAL,2019,8,,-,3,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,,WEST SOUTH CENTRAL
OKLAHOMA,2019,8,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
WEST VIRGINIA,2019,8,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
NEW JERSEY,2019,8,,-,5,,2,,3,,,-,0,,,-,,-,,-,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
US RESIDENTS,2019,8,,-,20,,39,,30,,,-,1,,1,,1,,,-,1,,,-,,-,,US RESIDENTS
NORTH DAKOTA,2019,8,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
MOUNTAIN,2019,8,,-,2,,1,,,-,,-,1,,,-,,-,,-,1,,,-,,-,,MOUNTAIN
LOUISIANA,2019,8,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
MICHIGAN,2019,8,,-,1,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
INDIANA,2019,8,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
VERMONT,2019,8,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
US TERRITORIES,2019,8,,-,24,,,-,148,,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
ALASKA,2019,8,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
MISSISSIPPI,2019,8,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
PUERTO RICO,2019,8,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
NEW ENGLAND,2019,8,,-,2,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,,NEW ENGLAND
DELAWARE,2019,8,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
IOWA,2019,8,,-,4,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
