Reporting Area,MMWR Year,MMWR Week,"Cryptosporidiosis, Current week","Cryptosporidiosis, Current week, flag","Cryptosporidiosis, Previous 52 weeks Med","Cryptosporidiosis, Previous 52 weeks Med, flag","Cryptosporidiosis, Previous 52 weeks Max","Cryptosporidiosis, Previous 52 weeks Max, flag","Cryptosporidiosis, Cum 2016","Cryptosporidiosis, Cum 2016, flag","Cryptosporidiosis, Cum 2015","Cryptosporidiosis, Cum 2015, flag","Dengue§, Current week","Dengue§, Current week, flag","Dengue§, Previous 52 weeks Med","Dengue§, Previous 52 weeks Med, flag","Dengue§, Previous 52 weeks Max","Dengue§, Previous 52 weeks Max, flag","Dengue§, Cum 2016","Dengue§, Cum 2016, flag","Dengue§, Cum 2015","Dengue§, Cum 2015, flag","Dengue Severe, Current week","Dengue Severe, Current week, flag","Dengue Severe, Previous 52 weeks Med","Dengue Severe, Previous 52 weeks Med, flag","Dengue Severe, Previous 52 weeks Max","Dengue Severe, Previous 52 weeks Max, flag","Dengue Severe, Cum 2016","Dengue Severe, Cum 2016, flag","Dengue Severe, Cum 2015","Dengue Severe, Cum 2015, flag",Location 1,Location 2
CONNECTICUT,2016,11,,-,1,,10,,5,,8,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
ALASKA,2016,11,,-,0,,2,,4,,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
OREGON,2016,11,2,,4,,12,,55,,32,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
OHIO,2016,11,3,,7,,26,,74,,48,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
MAINE,2016,11,,-,0,,4,,3,,8,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
HAWAII,2016,11,,-,0,,5,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
GUAM,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NEW HAMPSHIRE,2016,11,,-,0,,3,,2,,5,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
COLORADO,2016,11,,-,2,,10,,1,,4,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
SOUTH DAKOTA,2016,11,,-,3,,19,,23,,19,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
MONTANA,2016,11,,-,1,,4,,5,,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
ARKANSAS,2016,11,1,,1,,7,,11,,7,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
MISSOURI,2016,11,,-,0,,0,,,-,18,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
PENNSYLVANIA,2016,11,3,,6,,17,,53,,44,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
NEW JERSEY,2016,11,,-,0,,4,,5,,5,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
NEBRASKA,2016,11,2,,3,,21,,25,,21,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
MINNESOTA,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
DELAWARE,2016,11,,-,0,,2,,,-,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
RHODE ISLAND,2016,11,,-,0,,4,,2,,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
ILLINOIS,2016,11,,-,3,,60,,19,,26,,,-,0,,4,,,-,4,,,-,0,,0,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
INDIANA,2016,11,,-,3,,9,,17,,33,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
IOWA,2016,11,,-,5,,20,,28,,45,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
VERMONT,2016,11,,-,0,,3,,,-,5,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
VIRGINIA,2016,11,3,,3,,46,,26,,19,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
MICHIGAN,2016,11,,-,4,,13,,40,,35,,,-,0,,3,,,-,1,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
MARYLAND,2016,11,,-,1,,7,,11,,8,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
KANSAS,2016,11,,-,2,,16,,7,,17,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
CALIFORNIA,2016,11,1,,7,,14,,50,,69,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
NEVADA,2016,11,,-,0,,3,,4,,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
NEW MEXICO,2016,11,,-,1,,5,,6,,5,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
FLORIDA,2016,11,12,,13,,57,,112,,121,,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
GEORGIA,2016,11,2,,6,,19,,49,,65,,,-,0,,2,,1,,,-,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
ALABAMA,2016,11,2,,3,,41,,26,,59,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
TEXAS,2016,11,2,,13,,32,,61,,45,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
WASHINGTON,2016,11,,-,0,,38,,7,,8,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
WISCONSIN,2016,11,2,,9,,30,,71,,66,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
LOUISIANA,2016,11,,-,2,,9,,7,,40,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
KENTUCKY,2016,11,,-,2,,6,,18,,12,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
SOUTH CAROLINA,2016,11,,-,1,,5,,17,,12,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
UNITED STATES,2016,12,40,,124,,381,,1141,,1225,,,-,15,,43,,127,,106,,,-,0,,0,,,-,,-,,
NEW ENGLAND,2016,12,1,,6,,22,,41,,57,,,-,0,,2,,1,,4,,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2016,12,4,,12,,42,,125,,97,,,-,2,,7,,20,,27,,,-,0,,0,,,-,,-,,
NEW YORK CITY,2016,12,1,,2,,13,,25,,15,,,-,0,,4,,,-,9,,,-,0,,0,,,-,,-,NEW YORK CITY,
E.N. CENTRAL,2016,12,10,,25,,89,,244,,238,,,-,1,,7,,3,,10,,,-,0,,0,,,-,,-,,
W.N. CENTRAL,2016,12,3,,12,,58,,93,,132,,,-,0,,3,,7,,2,,,-,0,,0,,,-,,-,,
S. ATLANTIC,2016,12,15,,29,,95,,252,,278,,,-,3,,9,,27,,19,,,-,0,,0,,,-,,-,,
DIST. OF COL.,2016,12,,-,0,,0,,,-,2,,,-,0,,1,,,-,3,,,-,0,,0,,,-,,-,DIST. OF COL.,
E.S. CENTRAL,2016,12,,-,10,,66,,84,,118,,,-,0,,1,,,-,7,,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2016,12,3,,18,,49,,97,,108,,,-,0,,4,,5,,6,,,-,0,,0,,,-,,-,,
MOUNTAIN,2016,12,4,,10,,26,,77,,77,,,-,1,,4,,5,,,-,,-,0,,0,,,-,,-,,
PACIFIC,2016,12,,-,12,,58,,128,,120,,,-,4,,30,,59,,31,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2016,12,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,AMER. SAMOA,
C.N.M.I.,2016,12,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
VIRGIN ISL.,2016,12,,-,0,,0,,,-,,-,,-,0,,4,,7,,,-,,-,0,,0,,,-,,-,VIRGIN ISL.,
NEBRASKA,2016,12,3,,3,,21,,29,,22,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
VERMONT,2016,12,,-,0,,3,,,-,6,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
IDAHO,2016,12,1,,2,,8,,22,,12,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
HAWAII,2016,12,,-,0,,5,,,-,,-,,-,1,,25,,45,,3,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
FLORIDA,2016,12,7,,13,,57,,119,,134,,,-,1,,6,,15,,9,,,-,0,,0,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
SOUTH CAROLINA,2016,12,2,,1,,5,,19,,15,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
IOWA,2016,12,,-,5,,20,,30,,45,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
WEST VIRGINIA,2016,12,,-,0,,3,,,-,2,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
NEW HAMPSHIRE,2016,12,,-,0,,3,,3,,5,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
ARKANSAS,2016,12,,-,1,,7,,11,,9,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
KANSAS,2016,12,,-,2,,16,,7,,21,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
MASSACHUSETTS,2016,12,,-,3,,12,,26,,25,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
NEW YORK,2016,12,3,,5,,20,,39,,28,,,-,0,,3,,5,,4,,,-,0,,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
MARYLAND,2016,12,1,,1,,7,,13,,9,,,-,0,,2,,5,,,-,,-,0,,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
MONTANA,2016,12,1,,1,,4,,6,,2,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
MISSOURI,2016,12,,-,0,,0,,,-,18,,,-,0,,2,,2,,,-,,-,0,,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
RHODE ISLAND,2016,12,,-,0,,4,,2,,2,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
INDIANA,2016,12,,-,3,,9,,17,,39,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
UTAH,2016,12,,-,3,,7,,25,,34,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
MAINE,2016,12,,-,0,,4,,3,,10,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
VIRGINIA,2016,12,2,,3,,46,,28,,22,,,-,0,,2,,2,,3,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
WASHINGTON,2016,12,,-,0,,38,,7,,10,,,-,0,,3,,5,,4,,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
ARIZONA,2016,12,2,,1,,5,,10,,7,,,-,0,,4,,,-,,-,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
PENNSYLVANIA,2016,12,,-,6,,17,,56,,49,,,-,0,,3,,4,,3,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
MINNESOTA,2016,12,,-,0,,0,,,-,,-,,-,0,,2,,3,,,-,,-,0,,0,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
SOUTH DAKOTA,2016,12,,-,3,,19,,26,,22,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
NEW JERSEY,2016,12,,-,0,,4,,5,,5,,,-,1,,4,,11,,11,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
PUERTO RICO,2016,12,,-,0,,0,,,-,,-,,-,1,,19,,60,,18,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
GUAM,2016,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
LOUISIANA,2016,12,,-,2,,9,,7,,40,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
GEORGIA,2016,12,3,,6,,19,,54,,67,,,-,0,,2,,3,,2,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
KENTUCKY,2016,12,,-,2,,6,,20,,13,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
MISSISSIPPI,2016,12,,-,1,,2,,5,,7,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
TEXAS,2016,12,,-,13,,33,,60,,54,,,-,0,,3,,4,,4,,,-,0,,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
ALABAMA,2016,12,,-,3,,41,,30,,64,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
OHIO,2016,12,5,,7,,26,,79,,56,,,-,0,,1,,1,,3,,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
MICHIGAN,2016,12,2,,4,,13,,46,,42,,,-,0,,3,,,-,2,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
NEVADA,2016,12,,-,0,,3,,4,,2,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
COLORADO,2016,12,,-,2,,10,,1,,5,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
NORTH DAKOTA,2016,12,,-,0,,2,,1,,4,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
NEW MEXICO,2016,12,,-,1,,5,,9,,5,,,-,0,,3,,4,,,-,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
ILLINOIS,2016,12,,-,3,,60,,26,,31,,,-,0,,4,,,-,4,,,-,0,,0,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
CONNECTICUT,2016,12,1,,1,,10,,7,,9,,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
ALASKA,2016,12,,-,0,,2,,4,,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
OKLAHOMA,2016,12,3,,1,,9,,19,,5,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
NORTH CAROLINA,2016,12,,-,2,,62,,19,,25,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
CALIFORNIA,2016,12,,-,7,,14,,60,,75,,,-,2,,6,,9,,23,,,-,0,,0,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
TENNESSEE,2016,12,,-,4,,22,,29,,34,,,-,0,,1,,,-,6,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
DELAWARE,2016,12,,-,0,,2,,,-,2,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
WYOMING,2016,12,,-,0,,3,,,-,10,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
OREGON,2016,12,,-,4,,12,,57,,34,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
WISCONSIN,2016,12,3,,9,,30,,76,,70,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
UNITED STATES,2016,13,54,,127,,382,,1259,,1320,,,-,15,,43,,136,,116,,,-,0,,0,,,-,,-,,
NEW ENGLAND,2016,13,,-,6,,22,,41,,63,,,-,0,,2,,2,,6,,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2016,13,8,,12,,42,,133,,104,,,-,2,,7,,22,,29,,,-,0,,0,,,-,,-,,
NEW YORK CITY,2016,13,2,,1,,13,,27,,15,,,-,0,,4,,,-,11,,,-,0,,0,,,-,,-,NEW YORK CITY,
E.N. CENTRAL,2016,13,6,,25,,89,,266,,258,,,-,1,,7,,4,,10,,,-,0,,0,,,-,,-,,
W.N. CENTRAL,2016,13,2,,12,,58,,102,,140,,,-,0,,3,,7,,2,,,-,0,,0,,,-,,-,,
S. ATLANTIC,2016,13,9,,29,,95,,263,,296,,,-,3,,9,,28,,19,,,-,0,,0,,,-,,-,,
DIST. OF COL.,2016,13,,-,0,,0,,,-,2,,,-,0,,1,,,-,3,,,-,0,,0,,,-,,-,DIST. OF COL.,
E.S. CENTRAL,2016,13,5,,10,,66,,93,,128,,,-,0,,1,,,-,8,,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2016,13,18,,18,,49,,143,,116,,,-,0,,4,,5,,6,,,-,0,,0,,,-,,-,,
MOUNTAIN,2016,13,5,,10,,26,,83,,84,,,-,1,,4,,7,,1,,,-,0,,0,,,-,,-,,
PACIFIC,2016,13,1,,12,,58,,135,,131,,,-,4,,30,,61,,35,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2016,13,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,AMER. SAMOA,
C.N.M.I.,2016,13,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
VIRGIN ISL.,2016,13,,-,0,,0,,,-,,-,,-,0,,4,,10,,,-,,-,0,,0,,,-,,-,VIRGIN ISL.,
SOUTH CAROLINA,2016,13,3,,1,,5,,22,,16,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
ILLINOIS,2016,13,,-,3,,60,,28,,35,,,-,0,,4,,,-,4,,,-,0,,0,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
ARKANSAS,2016,13,1,,1,,7,,12,,9,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
DELAWARE,2016,13,,-,0,,2,,,-,2,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
NEBRASKA,2016,13,2,,3,,21,,31,,24,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
CALIFORNIA,2016,13,,-,7,,14,,61,,79,,,-,2,,6,,11,,27,,,-,0,,0,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
MARYLAND,2016,13,2,,1,,7,,15,,11,,,-,0,,2,,5,,,-,,-,0,,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
WISCONSIN,2016,13,2,,9,,30,,84,,78,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
NORTH DAKOTA,2016,13,,-,0,,2,,1,,5,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
OREGON,2016,13,1,,4,,12,,63,,40,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
ARIZONA,2016,13,1,,1,,5,,12,,9,,,-,0,,4,,,-,1,,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
ALABAMA,2016,13,,-,3,,41,,33,,71,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
GEORGIA,2016,13,2,,6,,19,,58,,69,,,-,0,,2,,3,,2,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
COLORADO,2016,13,,-,2,,10,,1,,7,,,-,0,,2,,1,,,-,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
TEXAS,2016,13,8,,13,,33,,82,,61,,,-,0,,3,,4,,4,,,-,0,,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
MASSACHUSETTS,2016,13,,-,3,,12,,26,,27,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
NEW HAMPSHIRE,2016,13,,-,0,,3,,3,,5,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
FLORIDA,2016,13,1,,13,,57,,119,,144,,,-,1,,6,,16,,9,,,-,0,,0,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
OHIO,2016,13,4,,7,,26,,83,,60,,,-,0,,1,,2,,3,,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
PENNSYLVANIA,2016,13,4,,6,,17,,61,,55,,,-,0,,3,,4,,3,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
GUAM,2016,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NEW JERSEY,2016,13,,-,0,,4,,5,,5,,,-,1,,4,,13,,11,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
OKLAHOMA,2016,13,7,,1,,9,,26,,6,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
SOUTH DAKOTA,2016,13,,-,3,,19,,27,,23,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
MISSOURI,2016,13,,-,0,,0,,,-,18,,,-,0,,2,,2,,,-,,-,0,,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
VIRGINIA,2016,13,1,,3,,46,,30,,25,,,-,0,,2,,2,,3,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
MINNESOTA,2016,13,,-,0,,0,,,-,,-,,-,0,,2,,3,,,-,,-,0,,0,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
UTAH,2016,13,,-,3,,7,,25,,35,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
PUERTO RICO,2016,13,,-,0,,0,,,-,,-,,-,1,,19,,60,,20,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
IDAHO,2016,13,4,,2,,8,,26,,12,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
HAWAII,2016,13,,-,0,,5,,,-,,-,,-,1,,25,,45,,3,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
MISSISSIPPI,2016,13,,-,1,,2,,5,,8,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
MAINE,2016,13,,-,0,,4,,3,,11,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
MONTANA,2016,13,,-,1,,4,,6,,3,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
NEW MEXICO,2016,13,,-,1,,5,,9,,6,,,-,0,,3,,4,,,-,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
TENNESSEE,2016,13,3,,4,,22,,32,,34,,,-,0,,1,,,-,7,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
NEVADA,2016,13,,-,0,,3,,4,,2,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
VERMONT,2016,13,,-,0,,3,,,-,7,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
MICHIGAN,2016,13,,-,4,,13,,46,,44,,,-,0,,3,,,-,2,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
INDIANA,2016,13,,-,3,,9,,25,,41,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
WASHINGTON,2016,13,,-,0,,38,,7,,11,,,-,0,,3,,5,,4,,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
LOUISIANA,2016,13,2,,2,,9,,23,,40,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
NORTH CAROLINA,2016,13,,-,2,,62,,19,,25,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
CONNECTICUT,2016,13,,-,1,,10,,7,,11,,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
WYOMING,2016,13,,-,0,,3,,,-,10,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
KANSAS,2016,13,,-,2,,16,,10,,23,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
WEST VIRGINIA,2016,13,,-,0,,3,,,-,2,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
ALASKA,2016,13,,-,0,,2,,4,,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
NEW YORK,2016,13,2,,4,,20,,40,,29,,,-,0,,3,,5,,4,,,-,0,,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
RHODE ISLAND,2016,13,,-,0,,4,,2,,2,,,-,0,,1,,2,,1,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
KENTUCKY,2016,13,2,,2,,6,,23,,15,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
