Reporting Area,MMWR Year,MMWR Week,"Dengue virus infections, Dengue, Current week","Dengue virus infections, Dengue, Current week, flag","Dengue virus infections, Dengue, Previous 52 weeks Max†","Dengue virus infections, Dengue, Previous 52 weeks Max†, flag","Dengue virus infections, Dengue, Cum 2020†","Dengue virus infections, Dengue, Cum 2020†, flag","Dengue virus infections, Dengue, Cum 2019†","Dengue virus infections, Dengue, Cum 2019†, flag","Dengue virus infections, Dengue-like illness, Current week","Dengue virus infections, Dengue-like illness, Current week, flag","Dengue virus infections, Dengue-like illness, Previous 52 weeks Max†","Dengue virus infections, Dengue-like illness, Previous 52 weeks Max†, flag","Dengue virus infections, Dengue-like illness, Cum 2020†","Dengue virus infections, Dengue-like illness, Cum 2020†, flag","Dengue virus infections, Dengue-like illness, Cum 2019†","Dengue virus infections, Dengue-like illness, Cum 2019†, flag","Dengue virus infections, Severe dengue, Current week","Dengue virus infections, Severe dengue, Current week, flag","Dengue virus infections, Severe dengue, Previous 52 weeks Max†","Dengue virus infections, Severe dengue, Previous 52 weeks Max†, flag","Dengue virus infections, Severe dengue,  Cum 2020†","Dengue virus infections, Severe dengue,  Cum 2020†, flag","Dengue virus infections, Severe dengue,  Cum 2019†","Dengue virus infections, Severe dengue, Cum 2019†, flag",Location 1,Location 2,Reporting Area Sort,New Georeferenced Column
RHODE ISLAND,2020,41,,-,1,,,-,7,,,-,0,,,-,,-,,-,0,,,-,,-,RHODE ISLAND,,20204107,POINT (-71.534637 41.572574)
OREGON,2020,41,,-,1,,6,,9,,,-,1,,,-,1,,,-,0,,,-,,-,OREGON,,20204161,POINT (-120.605279 43.940449)
DELAWARE,2020,41,,-,1,,1,,3,,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20204129,POINT (-75.452394 38.994926)
ALABAMA,2020,41,,-,0,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,ALABAMA,,20204139,POINT (-86.844516 32.756889)
KANSAS,2020,41,,-,0,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20204122,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,41,,-,2,,4,,20,,,-,0,,,-,,-,,-,0,,,-,1,,NORTH CAROLINA,,20204134,POINT (-79.130883 35.52603)
GUAM,2020,41,,-,1,,2,,17,,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20204166,POINT (144.653198 13.3532)
NEW JERSEY,2020,41,,-,4,,2,,52,,,-,1,,,-,,-,,-,1,,,-,2,,NEW JERSEY,,20204110,POINT (-74.655514 40.110253)
NEW MEXICO,2020,41,,-,1,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,NEW MEXICO,,20204154,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,41,,-,7,,18,,70,,,-,1,,,-,2,,,-,1,,,-,5,,,EAST NORTH CENTRAL,20204114,
TENNESSEE,2020,41,,-,1,,2,,5,,,-,0,,,-,,-,,-,0,,,-,1,,TENNESSEE,,20204142,POINT (-86.343226 35.842998)
CONNECTICUT,2020,41,,-,1,,,-,12,,,-,0,,,-,,-,,-,0,,,-,,-,CONNECTICUT,,20204103,POINT (-72.738288 41.575155)
MARYLAND,2020,41,,-,2,,2,,20,,,-,1,,1,,1,,,-,0,,,-,,-,MARYLAND,,20204133,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,41,,-,1,,1,,8,,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH CAROLINA,,20204135,POINT (-80.864614 33.878572)
OKLAHOMA,2020,41,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,OKLAHOMA,,20204146,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,41,,-,0,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20204165,POINT (145.725693 15.1834)
OHIO,2020,41,,-,2,,2,,7,,,-,0,,,-,1,,,-,0,,,-,,-,OHIO,,20204118,POINT (-82.70936 40.415534)
MINNESOTA,2020,41,,-,1,,,-,13,,,-,0,,,-,2,,,-,0,,,-,,-,MINNESOTA,,20204123,POINT (-94.198308 46.349153)
LOUISIANA,2020,41,,-,1,,3,,2,,,-,0,,,-,3,,,-,0,,,-,,-,LOUISIANA,,20204145,POINT (-91.840238 30.921314)
HAWAII,2020,41,,-,5,,4,,7,,,-,0,,,-,1,,,-,0,,,-,,-,HAWAII,,20204160,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,41,,-,22,,109,,333,,,-,1,,2,,10,,,-,1,,,-,11,,,SOUTH ATLANTIC,20204128,
PENNSYLVANIA,2020,41,,-,2,,3,,23,,,-,0,,,-,,-,,-,1,,,-,1,,PENNSYLVANIA,,20204113,POINT (-77.838886 40.896694)
UTAH,2020,41,,-,2,,1,,7,,,-,0,,,-,,-,,-,0,,,-,,-,UTAH,,20204155,POINT (-111.678222 39.323779)
COLORADO,2020,41,,-,3,,3,,21,,,-,0,,,-,2,,,-,0,,,-,1,,COLORADO,,20204150,POINT (-105.547832 38.998552)
VERMONT,2020,41,,-,1,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,VERMONT,,20204108,POINT (-72.662695 44.075252)
KENTUCKY,2020,41,,-,1,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,KENTUCKY,,20204140,POINT (-85.290484 37.526683)
PUERTO RICO,2020,41,,-,19,,300,,28,,,-,4,,36,,4,,,-,2,,11,,1,,PUERTO RICO,,20204167,POINT (-66.414655 18.215692)
MAINE,2020,41,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,MAINE,,20204104,POINT (-69.06137 45.117911)
VIRGINIA,2020,41,,-,3,,4,,10,,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20204136,POINT (-78.666382 37.510861)
ARIZONA,2020,41,,-,2,,4,,11,,,-,1,,,-,2,,,-,0,,,-,,-,ARIZONA,,20204149,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20204164,
WISCONSIN,2020,41,,-,2,,6,,11,,,-,0,,,-,,-,,-,0,,,-,,-,WISCONSIN,,20204119,POINT (-89.732969 44.639954)
IDAHO,2020,41,,-,0,,,-,1,,,-,0,,,-,,-,,-,1,,,-,,-,IDAHO,,20204151,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,41,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20204168,POINT (-64.840836 18.060868)
MICHIGAN,2020,41,,-,2,,1,,10,,,-,1,,,-,1,,,-,0,,,-,,-,MICHIGAN,,20204117,POINT (-85.730977 44.874798)
GEORGIA,2020,41,,-,1,,,-,4,,,-,0,,,-,,-,,-,0,,,-,,-,GEORGIA,,20204132,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,41,,-,8,,,-,87,,,-,0,,,-,1,,,-,0,,,-,1,,,NEW YORK CITY,20204112,
ARKANSAS,2020,41,,-,1,,1,,2,,,-,0,,,-,,-,,-,0,,,-,,-,ARKANSAS,,20204144,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MISSISSIPPI,,20204141,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,41,,-,1,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20204127,POINT (-100.230491 44.43614)
WYOMING,2020,41,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,20204156,POINT (-107.55145 42.999627)
MISSOURI,2020,41,,-,4,,2,,3,,,-,0,,,-,,-,,-,0,,,-,,-,MISSOURI,,20204124,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,41,,-,12,,9,,189,,,-,1,,,-,1,,,-,1,,,-,4,,,MIDDLE ATLANTIC,20204109,
CALIFORNIA,2020,41,,-,16,,38,,186,,,-,0,,,-,2,,,-,0,,,-,,-,CALIFORNIA,,20204159,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,41,,-,0,,,-,4,,,-,0,,,-,,-,,-,0,,,-,,-,WEST VIRGINIA,,20204137,POINT (-80.613729 38.642579)
FLORIDA,2020,41,,-,19,,96,,263,,,-,1,,,-,5,,,-,1,,,-,10,,FLORIDA,,20204131,POINT (-82.420978 28.260731)
MONTANA,2020,41,,-,1,,,-,4,,,-,0,,,-,,-,,-,0,,,-,,-,MONTANA,,20204152,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,41,,-,5,,7,,29,,,-,0,,,-,3,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20204120,
MASSACHUSETTS,2020,41,,-,3,,11,,25,,,-,1,,,-,1,,,-,0,,,-,,-,MASSACHUSETTS,,20204105,POINT (-71.481104 42.151077)
MOUNTAIN,2020,41,,-,5,,9,,52,,,-,1,,1,,4,,,-,1,,,-,1,,,MOUNTAIN,20204148,
INDIANA,2020,41,,-,1,,2,,11,,,-,0,,,-,,-,,-,0,,,-,1,,INDIANA,,20204116,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20204169,
US TERRITORIES,2020,41,,-,19,,302,,47,,,-,4,,36,,4,,,-,2,,11,,1,,,US TERRITORIES,20204163,
GUAM,2020,45,,-,1,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20204566,POINT (144.653198 13.3532)
NEW JERSEY,2020,45,,-,1,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEW JERSEY,,20204510,POINT (-74.655514 40.110253)
NEW MEXICO,2020,45,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEW MEXICO,,20204554,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,45,,-,3,,18,,,-,,-,0,,,-,,-,,-,0,,,-,,-,,EAST NORTH CENTRAL,20204514,
TENNESSEE,2020,45,,-,1,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,TENNESSEE,,20204542,POINT (-86.343226 35.842998)
CONNECTICUT,2020,45,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,CONNECTICUT,,20204503,POINT (-72.738288 41.575155)
MARYLAND,2020,45,,-,2,,2,,,-,,-,1,,1,,,-,,-,0,,,-,,-,MARYLAND,,20204533,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,45,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH CAROLINA,,20204535,POINT (-80.864614 33.878572)
OKLAHOMA,2020,45,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,OKLAHOMA,,20204546,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,45,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20204565,POINT (145.725693 15.1834)
OHIO,2020,45,,-,1,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,OHIO,,20204518,POINT (-82.70936 40.415534)
MINNESOTA,2020,45,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20204523,POINT (-94.198308 46.349153)
LOUISIANA,2020,45,,-,1,,3,,,-,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20204545,POINT (-91.840238 30.921314)
HAWAII,2020,45,,-,1,,4,,,-,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20204560,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,45,,-,16,,116,,,-,,-,1,,2,,,-,,-,0,,,-,,-,,SOUTH ATLANTIC,20204528,
PENNSYLVANIA,2020,45,,-,1,,3,,,-,,-,0,,,-,,-,,-,0,,,-,,-,PENNSYLVANIA,,20204513,POINT (-77.838886 40.896694)
UTAH,2020,45,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,UTAH,,20204555,POINT (-111.678222 39.323779)
COLORADO,2020,45,,-,1,,3,,,-,,-,0,,,-,,-,,-,0,,,-,,-,COLORADO,,20204550,POINT (-105.547832 38.998552)
VERMONT,2020,45,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VERMONT,,20204508,POINT (-72.662695 44.075252)
KENTUCKY,2020,45,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,KENTUCKY,,20204540,POINT (-85.290484 37.526683)
PUERTO RICO,2020,45,,-,22,,375,,,-,,-,4,,45,,,-,,-,2,,17,,,-,PUERTO RICO,,20204567,POINT (-66.414655 18.215692)
MAINE,2020,45,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MAINE,,20204504,POINT (-69.06137 45.117911)
VIRGINIA,2020,45,,-,2,,5,,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20204536,POINT (-78.666382 37.510861)
ARIZONA,2020,45,,-,1,,5,,,-,,-,0,,,-,,-,,-,0,,,-,,-,ARIZONA,,20204549,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,45,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20204564,
WISCONSIN,2020,45,,-,2,,6,,,-,,-,0,,,-,,-,,-,0,,,-,,-,WISCONSIN,,20204519,POINT (-89.732969 44.639954)
IDAHO,2020,45,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,IDAHO,,20204551,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,45,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20204568,POINT (-64.840836 18.060868)
MICHIGAN,2020,45,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,MICHIGAN,,20204517,POINT (-85.730977 44.874798)
GEORGIA,2020,45,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GEORGIA,,20204532,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,45,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY,20204512,
ARKANSAS,2020,45,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,ARKANSAS,,20204544,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,45,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MISSISSIPPI,,20204541,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,45,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20204527,POINT (-100.230491 44.43614)
WYOMING,2020,45,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,20204556,POINT (-107.55145 42.999627)
MISSOURI,2020,45,,-,1,,3,,,-,,-,0,,,-,,-,,-,0,,,-,,-,MISSOURI,,20204524,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,45,,-,3,,9,,,-,,-,0,,,-,,-,,-,0,,,-,,-,,MIDDLE ATLANTIC,20204509,
CALIFORNIA,2020,45,,-,6,,38,,,-,,-,0,,,-,,-,,-,0,,,-,,-,CALIFORNIA,,20204559,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,45,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WEST VIRGINIA,,20204537,POINT (-80.613729 38.642579)
FLORIDA,2020,45,,-,16,,102,,,-,,-,0,,,-,,-,,-,0,,,-,,-,FLORIDA,,20204531,POINT (-82.420978 28.260731)
MONTANA,2020,45,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MONTANA,,20204552,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,45,1,,1,,9,,,-,,-,0,,,-,,-,,-,0,,,-,,-,,WEST NORTH CENTRAL,20204520,
MASSACHUSETTS,2020,45,,-,3,,9,,,-,,-,0,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,20204505,POINT (-71.481104 42.151077)
TOTAL,2020,46,,-,36,,669,,,-,,-,5,,56,,,-,,-,2,,17,,,-,,TOTAL,20204670,
US RESIDENTS,2020,46,,-,19,,256,,,-,,-,1,,4,,,-,,-,0,,,-,,-,,US RESIDENTS,20204601,
NEW HAMPSHIRE,2020,46,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEW HAMPSHIRE,,20204606,POINT (-71.57139 43.680429)
NEW YORK,2020,46,,-,2,,4,,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEW YORK,,20204611,POINT (-75.59655 42.921241)
PACIFIC,2020,46,,-,7,,57,,,-,,-,1,,1,,,-,,-,0,,,-,,-,,PACIFIC,20204657,
WEST SOUTH CENTRAL,2020,46,,-,7,,25,,,-,,-,0,,,-,,-,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20204643,
NEBRASKA,2020,46,,-,1,,4,,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEBRASKA,,20204625,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,46,,-,1,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20204638,
NORTH DAKOTA,2020,46,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20204626,POINT (-100.46931 47.446305)
NEVADA,2020,46,,-,0,,,-,,-,,-,1,,1,,,-,,-,0,,,-,,-,NEVADA,,20204653,POINT (-114.916992 39.283294)
ILLINOIS,2020,46,,-,2,,7,,,-,,-,0,,,-,,-,,-,0,,,-,,-,ILLINOIS,,20204615,POINT (-89.148632 40.124144)
IOWA,2020,46,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,IOWA,,20204621,POINT (-93.500061 42.074659)
TEXAS,2020,46,,-,7,,21,,,-,,-,0,,,-,,-,,-,0,,,-,,-,TEXAS,,20204647,POINT (-99.317341 31.447238)
ALASKA,2020,46,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,ALASKA,,20204658,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,46,,-,1,,1,,,-,,-,1,,1,,,-,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20204630,POINT (-77.016275 38.904785)
WASHINGTON,2020,46,,-,1,,7,,,-,,-,1,,1,,,-,,-,0,,,-,,-,WASHINGTON,,20204662,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,46,,-,3,,9,,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NEW ENGLAND,20204602,
RHODE ISLAND,2020,46,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,RHODE ISLAND,,20204607,POINT (-71.534637 41.572574)
OREGON,2020,46,,-,1,,7,,,-,,-,0,,,-,,-,,-,0,,,-,,-,OREGON,,20204661,POINT (-120.605279 43.940449)
DELAWARE,2020,46,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20204629,POINT (-75.452394 38.994926)
ALABAMA,2020,46,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,ALABAMA,,20204639,POINT (-86.844516 32.756889)
KANSAS,2020,46,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20204622,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,46,,-,2,,4,,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTH CAROLINA,,20204634,POINT (-79.130883 35.52603)
GUAM,2020,46,,-,1,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20204666,POINT (144.653198 13.3532)
NEW JERSEY,2020,46,,-,1,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEW JERSEY,,20204610,POINT (-74.655514 40.110253)
NEW MEXICO,2020,46,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEW MEXICO,,20204654,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,46,,-,3,,18,,,-,,-,0,,,-,,-,,-,0,,,-,,-,,EAST NORTH CENTRAL,20204614,
TENNESSEE,2020,46,,-,1,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,TENNESSEE,,20204642,POINT (-86.343226 35.842998)
CONNECTICUT,2020,46,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,CONNECTICUT,,20204603,POINT (-72.738288 41.575155)
MARYLAND,2020,46,,-,2,,2,,,-,,-,1,,1,,,-,,-,0,,,-,,-,MARYLAND,,20204633,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,46,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH CAROLINA,,20204635,POINT (-80.864614 33.878572)
OKLAHOMA,2020,46,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,OKLAHOMA,,20204646,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,46,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20204665,POINT (145.725693 15.1834)
OHIO,2020,46,,-,1,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,OHIO,,20204618,POINT (-82.70936 40.415534)
MINNESOTA,2020,46,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20204623,POINT (-94.198308 46.349153)
LOUISIANA,2020,46,,-,1,,3,,,-,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20204645,POINT (-91.840238 30.921314)
HAWAII,2020,46,,-,1,,5,,,-,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20204660,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,46,,-,16,,116,,,-,,-,1,,2,,,-,,-,0,,,-,,-,,SOUTH ATLANTIC,20204628,
PENNSYLVANIA,2020,46,,-,1,,3,,,-,,-,0,,,-,,-,,-,0,,,-,,-,PENNSYLVANIA,,20204613,POINT (-77.838886 40.896694)
UTAH,2020,46,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,UTAH,,20204655,POINT (-111.678222 39.323779)
COLORADO,2020,46,,-,1,,3,,,-,,-,0,,,-,,-,,-,0,,,-,,-,COLORADO,,20204650,POINT (-105.547832 38.998552)
VERMONT,2020,46,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VERMONT,,20204608,POINT (-72.662695 44.075252)
KENTUCKY,2020,46,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,KENTUCKY,,20204640,POINT (-85.290484 37.526683)
NON-US RESIDENTS,2020,46,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20204669,
PUERTO RICO,2020,46,,-,22,,411,,,-,,-,5,,52,,,-,,-,2,,17,,,-,PUERTO RICO,,20204667,POINT (-66.414655 18.215692)
MAINE,2020,46,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MAINE,,20204604,POINT (-69.06137 45.117911)
VIRGINIA,2020,46,,-,2,,5,,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20204636,POINT (-78.666382 37.510861)
ARIZONA,2020,46,,-,1,,5,,,-,,-,0,,,-,,-,,-,0,,,-,,-,ARIZONA,,20204649,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,46,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20204664,
WISCONSIN,2020,46,,-,2,,6,,,-,,-,0,,,-,,-,,-,0,,,-,,-,WISCONSIN,,20204619,POINT (-89.732969 44.639954)
IDAHO,2020,46,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,IDAHO,,20204651,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,46,,-,2,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20204668,POINT (-64.840836 18.060868)
MICHIGAN,2020,46,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,MICHIGAN,,20204617,POINT (-85.730977 44.874798)
GEORGIA,2020,46,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GEORGIA,,20204632,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,46,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY,20204612,
ARKANSAS,2020,46,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,ARKANSAS,,20204644,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,46,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MISSISSIPPI,,20204641,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,46,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20204627,POINT (-100.230491 44.43614)
WYOMING,2020,46,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,20204656,POINT (-107.55145 42.999627)
MISSOURI,2020,46,,-,1,,3,,,-,,-,0,,,-,,-,,-,0,,,-,,-,MISSOURI,,20204624,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,46,,-,3,,9,,,-,,-,0,,,-,,-,,-,0,,,-,,-,,MIDDLE ATLANTIC,20204609,
CALIFORNIA,2020,46,,-,6,,38,,,-,,-,0,,,-,,-,,-,0,,,-,,-,CALIFORNIA,,20204659,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,46,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WEST VIRGINIA,,20204637,POINT (-80.613729 38.642579)
FLORIDA,2020,46,,-,16,,102,,,-,,-,0,,,-,,-,,-,0,,,-,,-,FLORIDA,,20204631,POINT (-82.420978 28.260731)
MONTANA,2020,46,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MONTANA,,20204652,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,46,,-,1,,9,,,-,,-,0,,,-,,-,,-,0,,,-,,-,,WEST NORTH CENTRAL,20204620,
MASSACHUSETTS,2020,46,,-,3,,9,,,-,,-,0,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,20204605,POINT (-71.481104 42.151077)
MOUNTAIN,2020,46,,-,2,,11,,,-,,-,1,,1,,,-,,-,0,,,-,,-,,MOUNTAIN,20204648,
INDIANA,2020,46,,-,1,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20204616,POINT (-86.2818 39.919991)
US TERRITORIES,2020,46,,-,22,,413,,,-,,-,5,,52,,,-,,-,2,,17,,,-,,US TERRITORIES,20204663,
US RESIDENTS,2020,47,2,,19,,261,,,-,,-,1,,4,,,-,,-,0,,,-,,-,,US RESIDENTS,20204701,
TOTAL,2020,47,2,,36,,691,,,-,,-,5,,56,,,-,,-,2,,19,,,-,,TOTAL,20204770,
NEW HAMPSHIRE,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEW HAMPSHIRE,,20204706,POINT (-71.57139 43.680429)
NEW YORK,2020,47,,-,2,,4,,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEW YORK,,20204711,POINT (-75.59655 42.921241)
PACIFIC,2020,47,,-,7,,57,,,-,,-,1,,1,,,-,,-,0,,,-,,-,,PACIFIC,20204757,
WEST SOUTH CENTRAL,2020,47,2,,7,,28,,,-,,-,0,,,-,,-,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20204743,
NEBRASKA,2020,47,,-,1,,4,,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEBRASKA,,20204725,POINT (-99.810595 41.527099)
