Reporting Area,MMWR Year,MMWR Week,"Dengue virus infections, Dengue, Current week","Dengue virus infections, Dengue, Current week, flag","Dengue virus infections, Dengue, Previous 52 weeks Max†","Dengue virus infections, Dengue, Previous 52 weeks Max†, flag","Dengue virus infections, Dengue, Cum 2021†","Dengue virus infections, Dengue, Cum 2021†, flag","Dengue virus infections, Dengue, Cum 2020†","Dengue virus infections, Dengue, Cum 2020†, flag","Dengue virus infections, Dengue-like illness, Current week","Dengue virus infections, Dengue-like illness, Current week, flag","Dengue virus infections, Dengue-like illness, Previous 52 weeks Max†","Dengue virus infections, Dengue-like illness, Previous 52 weeks Max†, flag","Dengue virus infections, Dengue-like illness, Cum 2021†","Dengue virus infections, Dengue-like illness, Cum 2021†, flag","Dengue virus infections, Dengue-like illness, Cum 2020†","Dengue virus infections, Dengue-like illness, Cum 2020†, flag","Dengue virus infections, Severe dengue, Current week","Dengue virus infections, Severe dengue, Current week, flag","Dengue virus infections, Severe dengue, Previous 52 weeks Max†","Dengue virus infections, Severe dengue, Previous 52 weeks Max†, flag","Dengue virus infections, Severe dengue,  Cum 2021†","Dengue virus infections, Severe dengue,  Cum 2021†, flag","Dengue virus infections, Severe dengue,  Cum 2020†","Dengue virus infections, Severe dengue, Cum 2020†, flag",Location 1,Location 2,Reporting Area Sort,geocode
SOUTH ATLANTIC,2021,36,,-,8,,9,,94,,,-,1,,1,,3,,,-,0,,,-,,-,,SOUTH ATLANTIC,20213628,
PENNSYLVANIA,2021,36,,-,1,,1,,3,,,-,0,,,-,,-,,-,0,,,-,,-,PENNSYLVANIA,,20213613,POINT (-77.838886 40.896694)
UTAH,2021,36,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,UTAH,,20213655,POINT (-111.678222 39.323779)
COLORADO,2021,36,,-,1,,2,,3,,,-,0,,,-,,-,,-,0,,,-,,-,COLORADO,,20213650,POINT (-105.547832 38.998552)
VERMONT,2021,36,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VERMONT,,20213608,POINT (-72.662695 44.075252)
KENTUCKY,2021,36,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,KENTUCKY,,20213640,POINT (-85.290484 37.526683)
PUERTO RICO,2021,36,,-,30,,305,,311,,,-,7,,58,,37,,,-,3,,22,,15,,PUERTO RICO,,20213667,POINT (-66.414655 18.215692)
MAINE,2021,36,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MAINE,,20213604,POINT (-69.06137 45.117911)
VIRGINIA,2021,36,,-,1,,,-,5,,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20213636,POINT (-78.666382 37.510861)
ARIZONA,2021,36,,-,2,,4,,4,,,-,1,,1,,,-,,-,0,,,-,,-,ARIZONA,,20213649,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2021,36,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20213664,
WISCONSIN,2021,36,,-,1,,,-,6,,,-,0,,,-,,-,,-,1,,,-,,-,WISCONSIN,,20213619,POINT (-89.732969 44.639954)
IDAHO,2021,36,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,IDAHO,,20213651,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2021,36,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20213668,POINT (-64.840836 18.060868)
MICHIGAN,2021,36,,-,1,,2,,1,,,-,0,,,-,,-,,-,0,,,-,,-,MICHIGAN,,20213617,POINT (-85.730977 44.874798)
GEORGIA,2021,36,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GEORGIA,,20213632,POINT (-83.426574 32.638481)
NEW YORK CITY,2021,36,,-,2,,,-,22,,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY,20213612,
ARKANSAS,2021,36,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,ARKANSAS,,20213644,POINT (-92.439162 34.899825)
MISSISSIPPI,2021,36,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MISSISSIPPI,,20213641,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2021,36,,-,0,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20213627,POINT (-100.230491 44.43614)
WYOMING,2021,36,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,20213656,POINT (-107.55145 42.999627)
MISSOURI,2021,36,,-,0,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,MISSOURI,,20213624,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2021,36,,-,2,,2,,37,,,-,0,,,-,,-,,-,0,,,-,,-,,MIDDLE ATLANTIC,20213609,
CALIFORNIA,2021,36,,-,6,,3,,56,,,-,0,,,-,1,,,-,0,,,-,,-,CALIFORNIA,,20213659,POINT (-119.662127 37.211164)
WEST VIRGINIA,2021,36,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WEST VIRGINIA,,20213637,POINT (-80.613729 38.642579)
FLORIDA,2021,36,,-,8,,8,,80,,,-,1,,,-,2,,,-,0,,,-,,-,FLORIDA,,20213631,POINT (-82.420978 28.260731)
MONTANA,2021,36,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MONTANA,,20213652,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2021,36,,-,2,,3,,10,,,-,0,,,-,,-,,-,0,,,-,,-,,WEST NORTH CENTRAL,20213620,
MASSACHUSETTS,2021,36,,-,0,,,-,12,,,-,0,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,20213605,POINT (-71.481104 42.151077)
MOUNTAIN,2021,36,,-,3,,6,,11,,,-,1,,1,,1,,,-,0,,,-,,-,,MOUNTAIN,20213648,
INDIANA,2021,36,,-,0,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20213616,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2021,36,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20213669,
US TERRITORIES,2021,36,,-,30,,306,,313,,,-,7,,58,,37,,,-,3,,22,,15,,,US TERRITORIES,20213663,
US RESIDENTS,2021,43,3,,14,,59,,418,,,-,1,,3,,57,,,-,1,,1,,,-,,US RESIDENTS,20214301,
NEW HAMPSHIRE,2021,43,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,NEW HAMPSHIRE,,20214306,POINT (-71.57139 43.680429)
NEW YORK,2021,43,,-,1,,,-,11,,,-,0,,,-,,-,,-,0,,,-,,-,NEW YORK,,20214311,POINT (-75.59655 42.921241)
PACIFIC,2021,43,,-,5,,11,,90,,,-,0,,,-,1,,,-,0,,,-,,-,,PACIFIC,20214357,
WEST SOUTH CENTRAL,2021,43,,-,13,,5,,24,,,-,1,,,-,,-,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20214343,
NEBRASKA,2021,43,,-,2,,3,,3,,,-,0,,,-,,-,,-,0,,,-,,-,NEBRASKA,,20214325,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2021,43,,-,1,,1,,3,,,-,0,,,-,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20214338,
NORTH DAKOTA,2021,43,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20214326,POINT (-100.46931 47.446305)
NEVADA,2021,43,,-,0,,,-,3,,,-,0,,,-,1,,,-,0,,,-,,-,NEVADA,,20214353,POINT (-114.916992 39.283294)
ILLINOIS,2021,43,,-,3,,2,,14,,,-,0,,,-,1,,,-,0,,,-,,-,ILLINOIS,,20214315,POINT (-89.148632 40.124144)
IOWA,2021,43,,-,1,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,IOWA,,20214321,POINT (-93.500061 42.074659)
TEXAS,2021,43,,-,13,,4,,18,,,-,1,,,-,,-,,-,0,,,-,,-,TEXAS,,20214347,POINT (-99.317341 31.447238)
ALASKA,2021,43,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,ALASKA,,20214358,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2021,43,,-,0,,,-,2,,,-,1,,1,,,-,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20214330,POINT (-77.016275 38.904785)
WASHINGTON,2021,43,,-,1,,1,,7,,,-,0,,,-,1,,,-,0,,,-,,-,WASHINGTON,,20214362,POINT (-120.592492 47.411715)
RHODE ISLAND,2021,43,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,RHODE ISLAND,,20214307,POINT (-71.534637 41.572574)
OREGON,2021,43,,-,1,,1,,7,,,-,0,,,-,,-,,-,0,,,-,,-,OREGON,,20214361,POINT (-120.605279 43.940449)
DELAWARE,2021,43,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20214329,POINT (-75.452394 38.994926)
ALABAMA,2021,43,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,ALABAMA,,20214339,POINT (-86.844516 32.756889)
KANSAS,2021,43,,-,0,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20214322,POINT (-98.38018 38.484729)
NORTH CAROLINA,2021,43,,-,1,,1,,5,,,-,0,,,-,,-,,-,0,,,-,,-,NORTH CAROLINA,,20214334,POINT (-79.130883 35.52603)
NEW JERSEY,2021,43,,-,2,,5,,2,,,-,1,,1,,,-,,-,0,,,-,,-,NEW JERSEY,,20214310,POINT (-74.655514 40.110253)
NEW MEXICO,2021,43,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,NEW MEXICO,,20214354,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2021,43,1,,3,,7,,27,,,-,0,,,-,1,,,-,1,,,-,,-,,EAST NORTH CENTRAL,20214314,
TENNESSEE,2021,43,,-,0,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,TENNESSEE,,20214342,POINT (-86.343226 35.842998)
CONNECTICUT,2021,43,,-,0,,,-,7,,,-,0,,,-,,-,,-,0,,,-,,-,CONNECTICUT,,20214303,POINT (-72.738288 41.575155)
MARYLAND,2021,43,1,,1,,2,,3,,,-,0,,,-,,-,,-,0,,,-,,-,MARYLAND,,20214333,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2021,43,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH CAROLINA,,20214335,POINT (-80.864614 33.878572)
OKLAHOMA,2021,43,,-,0,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,OKLAHOMA,,20214346,POINT (-97.508297 35.583449)
OHIO,2021,43,,-,1,,2,,2,,,-,0,,,-,,-,,-,0,,,-,,-,OHIO,,20214318,POINT (-82.70936 40.415534)
MINNESOTA,2021,43,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20214323,POINT (-94.198308 46.349153)
LOUISIANA,2021,43,,-,1,,1,,3,,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20214345,POINT (-91.840238 30.921314)
HAWAII,2021,43,,-,0,,,-,5,,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20214360,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2021,43,1,,4,,11,,117,,,-,1,,1,,2,,,-,0,,,-,,-,,SOUTH ATLANTIC,20214328,
PENNSYLVANIA,2021,43,,-,1,,1,,3,,,-,0,,,-,,-,,-,0,,,-,,-,PENNSYLVANIA,,20214313,POINT (-77.838886 40.896694)
UTAH,2021,43,,-,0,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,UTAH,,20214355,POINT (-111.678222 39.323779)
COLORADO,2021,43,,-,1,,3,,3,,,-,0,,,-,,-,,-,0,,,-,,-,COLORADO,,20214350,POINT (-105.547832 38.998552)
VERMONT,2021,43,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VERMONT,,20214308,POINT (-72.662695 44.075252)
KENTUCKY,2021,43,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,KENTUCKY,,20214340,POINT (-85.290484 37.526683)
MAINE,2021,43,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MAINE,,20214304,POINT (-69.06137 45.117911)
VIRGINIA,2021,43,,-,0,,,-,6,,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20214336,POINT (-78.666382 37.510861)
ARIZONA,2021,43,1,,2,,5,,4,,,-,1,,1,,1,,,-,0,,,-,,-,ARIZONA,,20214349,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2021,43,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20214364,
WISCONSIN,2021,43,,-,0,,,-,7,,,-,0,,,-,,-,,-,1,,,-,,-,WISCONSIN,,20214319,POINT (-89.732969 44.639954)
IDAHO,2021,43,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,IDAHO,,20214351,POINT (-114.659366 44.389073)
MICHIGAN,2021,43,,-,1,,2,,1,,,-,0,,,-,,-,,-,0,,,-,,-,MICHIGAN,,20214317,POINT (-85.730977 44.874798)
GEORGIA,2021,43,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GEORGIA,,20214332,POINT (-83.426574 32.638481)
NEW YORK CITY,2021,43,,-,2,,2,,94,,,-,0,,,-,1,,,-,0,,,-,,-,,NEW YORK CITY,20214312,
ARKANSAS,2021,43,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,ARKANSAS,,20214344,POINT (-92.439162 34.899825)
MISSISSIPPI,2021,43,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MISSISSIPPI,,20214341,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2021,43,,-,0,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20214327,POINT (-100.230491 44.43614)
WYOMING,2021,43,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,20214356,POINT (-107.55145 42.999627)
MISSOURI,2021,43,,-,0,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,MISSOURI,,20214324,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2021,43,,-,2,,8,,110,,,-,1,,1,,1,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20214309,
CALIFORNIA,2021,43,,-,5,,9,,71,,,-,0,,,-,,-,,-,0,,,-,,-,CALIFORNIA,,20214359,POINT (-119.662127 37.211164)
WEST VIRGINIA,2021,43,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WEST VIRGINIA,,20214337,POINT (-80.613729 38.642579)
FLORIDA,2021,43,,-,4,,8,,99,,,-,1,,,-,2,,,-,0,,,-,,-,FLORIDA,,20214331,POINT (-82.420978 28.260731)
MONTANA,2021,43,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MONTANA,,20214352,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2021,43,,-,2,,4,,11,,,-,0,,,-,,-,,-,0,,,-,,-,,WEST NORTH CENTRAL,20214320,
TOTAL,2021,37,,-,42,,349,,613,,,-,7,,61,,45,,,-,3,,22,,16,,,TOTAL,20213770,
US RESIDENTS,2021,37,,-,15,,36,,285,,,-,1,,2,,7,,,-,1,,,-,,-,,US RESIDENTS,20213701,
NEW HAMPSHIRE,2021,37,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEW HAMPSHIRE,,20213706,POINT (-71.57139 43.680429)
NEW YORK,2021,37,,-,1,,,-,10,,,-,0,,,-,,-,,-,0,,,-,,-,NEW YORK,,20213711,POINT (-75.59655 42.921241)
PACIFIC,2021,37,,-,6,,5,,73,,,-,0,,,-,2,,,-,0,,,-,,-,,PACIFIC,20213757,
WEST SOUTH CENTRAL,2021,37,,-,13,,4,,12,,,-,1,,,-,,-,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20213743,
NEBRASKA,2021,37,,-,2,,2,,2,,,-,0,,,-,,-,,-,0,,,-,,-,NEBRASKA,,20213725,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2021,37,,-,1,,1,,2,,,-,0,,,-,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20213738,
NORTH DAKOTA,2021,37,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20213726,POINT (-100.46931 47.446305)
NEVADA,2021,37,,-,1,,,-,1,,,-,0,,,-,1,,,-,0,,,-,,-,NEVADA,,20213753,POINT (-114.916992 39.283294)
ILLINOIS,2021,37,,-,2,,1,,11,,,-,0,,,-,1,,,-,1,,,-,,-,ILLINOIS,,20213715,POINT (-89.148632 40.124144)
IOWA,2021,37,,-,1,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,IOWA,,20213721,POINT (-93.500061 42.074659)
TEXAS,2021,37,,-,13,,3,,8,,,-,1,,,-,,-,,-,0,,,-,,-,TEXAS,,20213747,POINT (-99.317341 31.447238)
ALASKA,2021,37,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,ALASKA,,20213758,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2021,37,,-,0,,,-,1,,,-,1,,1,,1,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20213730,POINT (-77.016275 38.904785)
WASHINGTON,2021,37,,-,1,,,-,6,,,-,0,,,-,1,,,-,0,,,-,,-,WASHINGTON,,20213762,POINT (-120.592492 47.411715)
NEW ENGLAND,2021,37,,-,3,,1,,17,,,-,0,,,-,,-,,-,0,,,-,,-,,NEW ENGLAND,20213702,
RHODE ISLAND,2021,37,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,RHODE ISLAND,,20213707,POINT (-71.534637 41.572574)
OREGON,2021,37,,-,2,,2,,6,,,-,0,,,-,,-,,-,0,,,-,,-,OREGON,,20213761,POINT (-120.605279 43.940449)
DELAWARE,2021,37,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20213729,POINT (-75.452394 38.994926)
ALABAMA,2021,37,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,ALABAMA,,20213739,POINT (-86.844516 32.756889)
KANSAS,2021,37,,-,0,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20213722,POINT (-98.38018 38.484729)
NORTH CAROLINA,2021,37,,-,1,,,-,4,,,-,0,,,-,,-,,-,0,,,-,,-,NORTH CAROLINA,,20213734,POINT (-79.130883 35.52603)
GUAM,2021,37,,-,1,,1,,2,,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20213766,POINT (144.653198 13.3532)
NEW JERSEY,2021,37,,-,1,,1,,2,,,-,0,,,-,,-,,-,0,,,-,,-,NEW JERSEY,,20213710,POINT (-74.655514 40.110253)
NEW MEXICO,2021,37,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,NEW MEXICO,,20213754,POINT (-106.108388 34.421369)
AMERICAN SAMOA,2021,37,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20213764,
MASSACHUSETTS,2021,43,,-,1,,3,,12,,,-,0,,,-,,-,,-,1,,1,,,-,MASSACHUSETTS,,20214305,POINT (-71.481104 42.151077)
MOUNTAIN,2021,43,1,,3,,8,,15,,,-,1,,1,,2,,,-,0,,,-,,-,,MOUNTAIN,20214348,
INDIANA,2021,43,1,,0,,1,,3,,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20214316,POINT (-86.2818 39.919991)
US TERRITORIES,2021,43,,-,30,,348,,444,,,-,7,,64,,54,,,-,3,,23,,19,,,US TERRITORIES,20214363,
MIDDLE ATLANTIC,2021,45,,-,2,,9,,111,,,-,1,,2,,1,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20214509,
CALIFORNIA,2021,45,,-,5,,12,,74,,,-,0,,,-,,-,,-,0,,,-,,-,CALIFORNIA,,20214559,POINT (-119.662127 37.211164)
MOUNTAIN,2021,52,,-,3,,9,,17,,,-,1,,2,,1,,,-,0,,,-,,-,,MOUNTAIN,20215248,
EAST NORTH CENTRAL,2021,37,,-,2,,5,,22,,,-,0,,,-,1,,,-,1,,,-,,-,,EAST NORTH CENTRAL,20213714,
TENNESSEE,2021,37,,-,0,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,TENNESSEE,,20213742,POINT (-86.343226 35.842998)
CONNECTICUT,2021,37,,-,2,,,-,5,,,-,0,,,-,,-,,-,0,,,-,,-,CONNECTICUT,,20213703,POINT (-72.738288 41.575155)
MARYLAND,2021,37,,-,1,,1,,3,,,-,0,,,-,,-,,-,0,,,-,,-,MARYLAND,,20213733,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2021,37,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH CAROLINA,,20213735,POINT (-80.864614 33.878572)
OKLAHOMA,2021,37,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,OKLAHOMA,,20213746,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2021,37,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20213765,POINT (145.725693 15.1834)
OHIO,2021,37,,-,1,,2,,2,,,-,0,,,-,,-,,-,0,,,-,,-,OHIO,,20213718,POINT (-82.70936 40.415534)
MINNESOTA,2021,37,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20213723,POINT (-94.198308 46.349153)
LOUISIANA,2021,37,,-,1,,1,,3,,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20213745,POINT (-91.840238 30.921314)
HAWAII,2021,37,,-,0,,,-,5,,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20213760,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2021,37,,-,8,,9,,99,,,-,1,,1,,3,,,-,0,,,-,,-,,SOUTH ATLANTIC,20213728,
PENNSYLVANIA,2021,37,,-,1,,1,,3,,,-,0,,,-,,-,,-,0,,,-,,-,PENNSYLVANIA,,20213713,POINT (-77.838886 40.896694)
UTAH,2021,37,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,UTAH,,20213755,POINT (-111.678222 39.323779)
COLORADO,2021,37,,-,1,,2,,3,,,-,0,,,-,,-,,-,0,,,-,,-,COLORADO,,20213750,POINT (-105.547832 38.998552)
VERMONT,2021,37,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VERMONT,,20213708,POINT (-72.662695 44.075252)
KENTUCKY,2021,37,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,KENTUCKY,,20213740,POINT (-85.290484 37.526683)
PUERTO RICO,2021,37,,-,30,,312,,326,,,-,7,,59,,38,,,-,3,,22,,16,,PUERTO RICO,,20213767,POINT (-66.414655 18.215692)
MAINE,2021,37,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MAINE,,20213704,POINT (-69.06137 45.117911)
VIRGINIA,2021,37,,-,1,,,-,5,,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20213736,POINT (-78.666382 37.510861)
ARIZONA,2021,37,,-,2,,4,,4,,,-,1,,1,,,-,,-,0,,,-,,-,ARIZONA,,20213749,POINT (-111.664616 34.293239)
WISCONSIN,2021,37,,-,1,,,-,6,,,-,0,,,-,,-,,-,1,,,-,,-,WISCONSIN,,20213719,POINT (-89.732969 44.639954)
IDAHO,2021,37,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,IDAHO,,20213751,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2021,37,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20213768,POINT (-64.840836 18.060868)
MICHIGAN,2021,37,,-,1,,2,,1,,,-,0,,,-,,-,,-,0,,,-,,-,MICHIGAN,,20213717,POINT (-85.730977 44.874798)
GEORGIA,2021,37,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GEORGIA,,20213732,POINT (-83.426574 32.638481)
NEW YORK CITY,2021,37,,-,1,,,-,24,,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY,20213712,
ARKANSAS,2021,37,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,ARKANSAS,,20213744,POINT (-92.439162 34.899825)
MISSISSIPPI,2021,37,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MISSISSIPPI,,20213741,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2021,37,,-,0,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20213727,POINT (-100.230491 44.43614)
WYOMING,2021,37,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,20213756,POINT (-107.55145 42.999627)
MISSOURI,2021,37,,-,0,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,MISSOURI,,20213724,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2021,37,,-,1,,2,,39,,,-,0,,,-,,-,,-,0,,,-,,-,,MIDDLE ATLANTIC,20213709,
CALIFORNIA,2021,37,,-,6,,3,,56,,,-,0,,,-,1,,,-,0,,,-,,-,CALIFORNIA,,20213759,POINT (-119.662127 37.211164)
WEST VIRGINIA,2021,37,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WEST VIRGINIA,,20213737,POINT (-80.613729 38.642579)
FLORIDA,2021,37,,-,8,,8,,84,,,-,1,,,-,2,,,-,0,,,-,,-,FLORIDA,,20213731,POINT (-82.420978 28.260731)
MONTANA,2021,37,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MONTANA,,20213752,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2021,37,,-,2,,3,,10,,,-,0,,,-,,-,,-,0,,,-,,-,,WEST NORTH CENTRAL,20213720,
MASSACHUSETTS,2021,37,,-,0,,,-,12,,,-,0,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,20213705,POINT (-71.481104 42.151077)
MOUNTAIN,2021,37,,-,3,,6,,11,,,-,1,,1,,1,,,-,0,,,-,,-,,MOUNTAIN,20213748,
INDIANA,2021,37,,-,0,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20213716,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2021,37,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20213769,
US TERRITORIES,2021,37,,-,30,,313,,328,,,-,7,,59,,38,,,-,3,,22,,16,,,US TERRITORIES,20213763,
INDIANA,2021,52,,-,1,,1,,3,,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20215216,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2021,52,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20215269,
US TERRITORIES,2021,52,,-,19,,380,,653,,,-,6,,68,,79,,,-,5,,69,,28,,,US TERRITORIES,20215263,
TOTAL,2021,38,,-,42,,361,,631,,,-,7,,63,,45,,,-,3,,22,,16,,,TOTAL,20213870,
US RESIDENTS,2021,38,,-,15,,38,,293,,,-,1,,3,,6,,,-,1,,,-,,-,,US RESIDENTS,20213801,
