Reporting Area,MMWR Year,MMWR Week,"Dengue virus infections§ , Dengue, Current week","Dengue virus infections§ , Dengue, Current week, flag ","Dengue virus infections§ , Dengue, Previous 52 weeks Max†","Dengue virus infections§ , Dengue, Previous 52 weeks Max†, flag","Dengue virus infections§ , Dengue, Cum 2019†","Dengue virus infections§ , Dengue, Cum 2019†, flag","Dengue virus infections§ , Dengue, Cum 2018†","Dengue virus infections§ , Dengue, Cum 2018†, flag","Dengue virus infections§ s, Dengue-like illness, Current week","Dengue virus infections§ , Dengue-like illness, Current week, flag ","Dengue virus infections§ , Dengue-like illness, Previous 52 weeks Max†","Dengue virus infections§ , Dengue-like illness, Previous 52 weeks Max†, flag","Dengue virus infections§ , Dengue-like illness, Cum 2019†","Dengue virus infections§ , Dengue-like illness, Cum 2019†, flag","Dengue virus infections§ , Dengue-like illness, Cum 2018†","Dengue virus infections§ , Dengue-like illness, Cum 2018†, flag","Dengue virus infections§ , Severe dengue, Current week","Dengue virus infections§ , Severe dengue, Current week, flag","Dengue virus infections§ , Severe dengue, Previous 52 weeks Max†","Dengue virus infections§ , Severe dengue, Previous 52 weeks Max†, flag","Dengue virus infections§ , Severe dengue,  Cum 2019†","Dengue virus infections§ , Severe dengue,  Cum 2019†, flag","Dengue virus infections§ , Severe dengue,  Cum 2018†","Dengue virus infections§ , Severe dengue, Cum 2018†, flag",Location 1,Location 2,Reporting Area Sort
US TERRITORIES,2019,26,,-,1,,1,,152,,,-,1,,2,,,-,,-,0,,,-,,-,,US TERRITORIES,20192663
AMERICAN SAMOA,2019,26,,-,0,,,-,150,,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20192664
NORTHERN MARIANA ISLANDS,2019,26,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20192665
GUAM,2019,26,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20192666
PUERTO RICO,2019,26,,-,1,,1,,1,,,-,1,,2,,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20192667
U.S. VIRGIN ISLANDS,2019,26,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20192668
NON-US RESIDENTS,2019,26,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20192669
TOTAL,2019,26,,-,24,,130,,246,,,-,1,,5,,1,,,-,1,,1,,,-,,TOTAL,20192670
US RESIDENTS,2019,27,,-,24,,129,,106,,,-,1,,3,,2,,,-,1,,1,,,-,,US RESIDENTS,20192701
NEW ENGLAND,2019,27,,-,2,,3,,5,,,-,1,,,-,,-,,-,0,,,-,,-,,NEW ENGLAND,20192702
CONNECTICUT,2019,27,,-,2,,1,,2,,,-,0,,,-,,-,,-,0,,,-,,-,"CONNECTICUT
(41.575155, -72.738288)",,20192703
MAINE,2019,27,,-,1,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",,20192704
MASSACHUSETTS,2019,27,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MASSACHUSETTS
(42.151077, -71.481104)",,20192705
NEW HAMPSHIRE,2019,27,,-,1,,,-,1,,,-,1,,,-,,-,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20192706
RHODE ISLAND,2019,27,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",,20192707
VERMONT,2019,27,,-,1,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"VERMONT
(44.075252, -72.662695)",,20192708
MIDDLE ATLANTIC,2019,27,,-,5,,30,,13,,,-,1,,,-,1,,,-,1,,,-,,-,,MIDDLE ATLANTIC,20192709
NEW JERSEY,2019,27,,-,5,,9,,5,,,-,0,,,-,,-,,-,0,,,-,,-,"NEW JERSEY
(40.110253, -74.655514)",,20192710
NEW YORK,2019,27,,-,2,,5,,2,,,-,0,,,-,,-,,-,0,,,-,,-,"NEW YORK
(42.921241, -75.59655)",,20192711
NEW YORK CITY,2019,27,,-,3,,14,,4,,,-,1,,,-,1,,,-,0,,,-,,-,,NEW YORK CITY,20192712
PENNSYLVANIA,2019,27,,-,2,,2,,2,,,-,0,,,-,,-,,-,1,,,-,,-,"PENNSYLVANIA
(40.896694, -77.838886)",,20192713
EAST NORTH CENTRAL,2019,27,,-,4,,9,,8,,,-,1,,1,,,-,,-,1,,,-,,-,,EAST NORTH CENTRAL,20192714
ILLINOIS,2019,27,,-,2,,4,,4,,,-,1,,,-,,-,,-,1,,,-,,-,"ILLINOIS
(40.124144, -89.148632)",,20192715
INDIANA,2019,27,,-,1,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"INDIANA
(39.919991, -86.2818)",,20192716
MICHIGAN,2019,27,,-,1,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,"MICHIGAN
(44.874798, -85.730977)",,20192717
OHIO,2019,27,,-,2,,2,,1,,,-,1,,1,,,-,,-,0,,,-,,-,"OHIO
(40.415534, -82.70936)",,20192718
WISCONSIN,2019,27,,-,1,,1,,1,,,-,0,,,-,,-,,-,1,,,-,,-,"WISCONSIN
(44.639954, -89.732969)",,20192719
WEST NORTH CENTRAL,2019,27,,-,6,,1,,3,,,-,0,,,-,,-,,-,1,,,-,,-,,WEST NORTH CENTRAL,20192720
IOWA,2019,27,,-,4,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"IOWA
(42.074659, -93.500061)",,20192721
KANSAS,2019,27,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"KANSAS
(38.484729, -98.38018)",,20192722
MINNESOTA,2019,27,,-,2,,,-,1,,,-,0,,,-,,-,,-,1,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",,20192723
MISSOURI,2019,27,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MISSOURI
(38.3675, -92.477244)",,20192724
NEBRASKA,2019,27,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"NEBRASKA
(41.527099, -99.810595)",,20192725
NORTH DAKOTA,2019,27,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20192726
SOUTH DAKOTA,2019,27,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20192727
SOUTH ATLANTIC,2019,27,,-,11,,42,,17,,,-,1,,,-,1,,,-,1,,,-,,-,,SOUTH ATLANTIC,20192728
DELAWARE,2019,27,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",,20192729
DISTRICT OF COLUMBIA,2019,27,,-,1,,,-,2,,,-,1,,,-,1,,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20192730
FLORIDA,2019,27,,-,9,,30,,6,,,-,0,,,-,,-,,-,1,,,-,,-,"FLORIDA
(28.260731, -82.420978)",,20192731
GEORGIA,2019,27,,-,2,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"GEORGIA
(32.638481, -83.426574)",,20192732
MARYLAND,2019,27,,-,2,,5,,2,,,-,0,,,-,,-,,-,0,,,-,,-,"MARYLAND
(38.946466, -76.687282)",,20192733
NORTH CAROLINA,2019,27,,-,2,,3,,4,,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH CAROLINA
(35.52603, -79.130883)",,20192734
SOUTH CAROLINA,2019,27,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",,20192735
VIRGINIA,2019,27,,-,2,,2,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGINIA
(37.510861, -78.666382)",,20192736
WEST VIRGINIA,2019,27,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",,20192737
EAST SOUTH CENTRAL,2019,27,,-,3,,2,,1,,,-,1,,1,,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20192738
ALABAMA,2019,27,,-,1,,,-,,-,,-,1,,1,,,-,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",,20192739
KENTUCKY,2019,27,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"KENTUCKY
(37.526683, -85.290484)",,20192740
MISSISSIPPI,2019,27,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",,20192741
TENNESSEE,2019,27,,-,2,,2,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"TENNESSEE
(35.842998, -86.343226)",,20192742
WEST SOUTH CENTRAL,2019,27,,-,3,,4,,6,,,-,0,,,-,,-,,-,1,,1,,,-,,WEST SOUTH CENTRAL,20192743
ARKANSAS,2019,27,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",,20192744
LOUISIANA,2019,27,,-,1,,1,,2,,,-,0,,,-,,-,,-,0,,,-,,-,"LOUISIANA
(30.921314, -91.840238)",,20192745
OKLAHOMA,2019,27,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"OKLAHOMA
(35.583449, -97.508297)",,20192746
TEXAS,2019,27,,-,3,,3,,3,,,-,0,,,-,,-,,-,1,,1,,,-,"TEXAS
(31.447238, -99.317341)",,20192747
MOUNTAIN,2019,27,,-,3,,5,,11,,,-,1,,,-,,-,,-,0,,,-,,-,,MOUNTAIN,20192748
ARIZONA,2019,27,,-,2,,,-,3,,,-,1,,,-,,-,,-,0,,,-,,-,"ARIZONA
(34.293239, -111.664616)",,20192749
COLORADO,2019,27,,-,1,,,-,5,,,-,0,,,-,,-,,-,0,,,-,,-,"COLORADO
(38.998552, -105.547832)",,20192750
IDAHO,2019,27,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",,20192751
MONTANA,2019,27,,-,1,,4,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.033521, -109.645127)",,20192752
NEVADA,2019,27,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NEVADA
(39.283294, -114.916992)",,20192753
NEW MEXICO,2019,27,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",,20192754
UTAH,2019,27,,-,1,,1,,3,,,-,0,,,-,,-,,-,0,,,-,,-,"UTAH
(39.323779, -111.678222)",,20192755
WYOMING,2019,27,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",,20192756
PACIFIC,2019,27,,-,8,,33,,42,,,-,1,,1,,,-,,-,1,,,-,,-,,PACIFIC,20192757
ALASKA,2019,27,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"ALASKA
(63.631126, -151.631889)",,20192758
CALIFORNIA,2019,27,,-,7,,20,,28,,,-,0,,,-,,-,,-,0,,,-,,-,"CALIFORNIA
(37.211164, -119.662127)",,20192759
HAWAII,2019,27,,-,2,,,-,6,,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",,20192760
OREGON,2019,27,,-,1,,2,,5,,,-,1,,1,,,-,,-,1,,,-,,-,"OREGON
(43.940449, -120.605279)",,20192761
WASHINGTON,2019,27,,-,3,,10,,3,,,-,0,,,-,,-,,-,0,,,-,,-,"WASHINGTON
(47.411715, -120.592492)",,20192762
US TERRITORIES,2019,27,,-,1,,1,,152,,,-,1,,2,,,-,,-,0,,,-,,-,,US TERRITORIES,20192763
AMERICAN SAMOA,2019,27,,-,0,,,-,150,,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20192764
NORTHERN MARIANA ISLANDS,2019,27,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20192765
GUAM,2019,27,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20192766
MOUNTAIN,2019,35,,-,5,,27,,15,,,-,1,,2,,1,,,-,0,,,-,,-,,MOUNTAIN,20193548
PUERTO RICO,2019,27,,-,1,,1,,1,,,-,1,,2,,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20192767
U.S. VIRGIN ISLANDS,2019,27,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20192768
NON-US RESIDENTS,2019,27,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20192769
TOTAL,2019,27,,-,24,,130,,258,,,-,1,,5,,2,,,-,1,,1,,,-,,TOTAL,20192770
US RESIDENTS,2019,28,,-,24,,129,,115,,,-,1,,3,,2,,,-,1,,1,,,-,,US RESIDENTS,20192801
NEW ENGLAND,2019,28,,-,2,,3,,5,,,-,1,,,-,,-,,-,0,,,-,,-,,NEW ENGLAND,20192802
CONNECTICUT,2019,28,,-,2,,1,,2,,,-,0,,,-,,-,,-,0,,,-,,-,"CONNECTICUT
(41.575155, -72.738288)",,20192803
MAINE,2019,28,,-,1,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",,20192804
MASSACHUSETTS,2019,28,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MASSACHUSETTS
(42.151077, -71.481104)",,20192805
NEW HAMPSHIRE,2019,28,,-,1,,,-,1,,,-,1,,,-,,-,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20192806
RHODE ISLAND,2019,28,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",,20192807
VERMONT,2019,28,,-,1,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"VERMONT
(44.075252, -72.662695)",,20192808
MIDDLE ATLANTIC,2019,28,,-,5,,30,,14,,,-,1,,,-,1,,,-,1,,,-,,-,,MIDDLE ATLANTIC,20192809
NEW JERSEY,2019,28,,-,5,,9,,5,,,-,0,,,-,,-,,-,0,,,-,,-,"NEW JERSEY
(40.110253, -74.655514)",,20192810
NEW YORK,2019,28,,-,2,,5,,2,,,-,0,,,-,,-,,-,0,,,-,,-,"NEW YORK
(42.921241, -75.59655)",,20192811
NEW YORK CITY,2019,28,,-,3,,14,,4,,,-,1,,,-,1,,,-,0,,,-,,-,,NEW YORK CITY,20192812
PENNSYLVANIA,2019,28,,-,2,,2,,3,,,-,0,,,-,,-,,-,1,,,-,,-,"PENNSYLVANIA
(40.896694, -77.838886)",,20192813
EAST NORTH CENTRAL,2019,28,,-,4,,9,,9,,,-,1,,1,,,-,,-,1,,,-,,-,,EAST NORTH CENTRAL,20192814
ILLINOIS,2019,28,,-,2,,4,,4,,,-,1,,,-,,-,,-,1,,,-,,-,"ILLINOIS
(40.124144, -89.148632)",,20192815
INDIANA,2019,28,,-,1,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"INDIANA
(39.919991, -86.2818)",,20192816
MICHIGAN,2019,28,,-,1,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,"MICHIGAN
(44.874798, -85.730977)",,20192817
OHIO,2019,28,,-,2,,2,,2,,,-,1,,1,,,-,,-,0,,,-,,-,"OHIO
(40.415534, -82.70936)",,20192818
WISCONSIN,2019,28,,-,1,,1,,1,,,-,0,,,-,,-,,-,1,,,-,,-,"WISCONSIN
(44.639954, -89.732969)",,20192819
WEST NORTH CENTRAL,2019,28,,-,6,,1,,4,,,-,0,,,-,,-,,-,1,,,-,,-,,WEST NORTH CENTRAL,20192820
IOWA,2019,28,,-,4,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"IOWA
(42.074659, -93.500061)",,20192821
KANSAS,2019,28,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"KANSAS
(38.484729, -98.38018)",,20192822
MINNESOTA,2019,28,,-,2,,,-,2,,,-,0,,,-,,-,,-,1,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",,20192823
MISSOURI,2019,28,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MISSOURI
(38.3675, -92.477244)",,20192824
NEBRASKA,2019,28,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"NEBRASKA
(41.527099, -99.810595)",,20192825
NORTH DAKOTA,2019,28,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20192826
SOUTH DAKOTA,2019,28,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20192827
SOUTH ATLANTIC,2019,28,,-,11,,42,,20,,,-,1,,,-,1,,,-,1,,,-,,-,,SOUTH ATLANTIC,20192828
DELAWARE,2019,28,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",,20192829
DISTRICT OF COLUMBIA,2019,28,,-,1,,,-,2,,,-,1,,,-,1,,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20192830
FLORIDA,2019,28,,-,9,,30,,9,,,-,0,,,-,,-,,-,1,,,-,,-,"FLORIDA
(28.260731, -82.420978)",,20192831
GEORGIA,2019,28,,-,2,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"GEORGIA
(32.638481, -83.426574)",,20192832
MARYLAND,2019,28,,-,2,,5,,2,,,-,0,,,-,,-,,-,0,,,-,,-,"MARYLAND
(38.946466, -76.687282)",,20192833
NORTH CAROLINA,2019,28,,-,2,,3,,4,,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH CAROLINA
(35.52603, -79.130883)",,20192834
SOUTH CAROLINA,2019,28,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",,20192835
VIRGINIA,2019,28,,-,2,,2,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGINIA
(37.510861, -78.666382)",,20192836
WEST VIRGINIA,2019,28,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",,20192837
EAST SOUTH CENTRAL,2019,28,,-,3,,2,,1,,,-,1,,1,,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20192838
ALABAMA,2019,28,,-,1,,,-,,-,,-,1,,1,,,-,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",,20192839
KENTUCKY,2019,28,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"KENTUCKY
(37.526683, -85.290484)",,20192840
MISSISSIPPI,2019,28,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",,20192841
TENNESSEE,2019,28,,-,2,,2,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"TENNESSEE
(35.842998, -86.343226)",,20192842
WEST SOUTH CENTRAL,2019,28,,-,3,,4,,6,,,-,0,,,-,,-,,-,1,,1,,,-,,WEST SOUTH CENTRAL,20192843
ARKANSAS,2019,28,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",,20192844
LOUISIANA,2019,28,,-,1,,1,,2,,,-,0,,,-,,-,,-,0,,,-,,-,"LOUISIANA
(30.921314, -91.840238)",,20192845
OKLAHOMA,2019,28,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"OKLAHOMA
(35.583449, -97.508297)",,20192846
TEXAS,2019,28,,-,3,,3,,3,,,-,0,,,-,,-,,-,1,,1,,,-,"TEXAS
(31.447238, -99.317341)",,20192847
MOUNTAIN,2019,28,,-,2,,5,,11,,,-,1,,,-,,-,,-,0,,,-,,-,,MOUNTAIN,20192848
ARIZONA,2019,28,,-,1,,,-,3,,,-,1,,,-,,-,,-,0,,,-,,-,"ARIZONA
(34.293239, -111.664616)",,20192849
COLORADO,2019,28,,-,1,,,-,5,,,-,0,,,-,,-,,-,0,,,-,,-,"COLORADO
(38.998552, -105.547832)",,20192850
IDAHO,2019,28,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",,20192851
MONTANA,2019,28,,-,1,,4,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.033521, -109.645127)",,20192852
NEVADA,2019,28,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NEVADA
(39.283294, -114.916992)",,20192853
NEW MEXICO,2019,28,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",,20192854
UTAH,2019,28,,-,1,,1,,3,,,-,0,,,-,,-,,-,0,,,-,,-,"UTAH
(39.323779, -111.678222)",,20192855
WYOMING,2019,28,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",,20192856
PACIFIC,2019,28,,-,8,,33,,45,,,-,1,,1,,,-,,-,1,,,-,,-,,PACIFIC,20192857
ALASKA,2019,28,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"ALASKA
(63.631126, -151.631889)",,20192858
CALIFORNIA,2019,28,,-,7,,20,,30,,,-,0,,,-,,-,,-,0,,,-,,-,"CALIFORNIA
(37.211164, -119.662127)",,20192859
HAWAII,2019,28,,-,2,,,-,6,,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",,20192860
OREGON,2019,28,,-,1,,2,,6,,,-,1,,1,,,-,,-,1,,,-,,-,"OREGON
(43.940449, -120.605279)",,20192861
WASHINGTON,2019,28,,-,3,,10,,3,,,-,0,,,-,,-,,-,0,,,-,,-,"WASHINGTON
(47.411715, -120.592492)",,20192862
US TERRITORIES,2019,28,,-,1,,1,,152,,,-,1,,2,,,-,,-,0,,,-,,-,,US TERRITORIES,20192863
AMERICAN SAMOA,2019,28,,-,0,,,-,150,,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20192864
NORTHERN MARIANA ISLANDS,2019,28,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20192865
GUAM,2019,28,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20192866
PUERTO RICO,2019,28,,-,1,,1,,1,,,-,1,,2,,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20192867
U.S. VIRGIN ISLANDS,2019,28,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20192868
NON-US RESIDENTS,2019,28,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20192869
TOTAL,2019,28,,-,24,,130,,267,,,-,1,,5,,2,,,-,1,,1,,,-,,TOTAL,20192870
US RESIDENTS,2019,29,,-,24,,129,,128,,,-,1,,3,,2,,,-,1,,1,,1,,,US RESIDENTS,20192901
NEW ENGLAND,2019,29,,-,2,,3,,5,,,-,1,,,-,,-,,-,0,,,-,,-,,NEW ENGLAND,20192902
CONNECTICUT,2019,29,,-,2,,1,,2,,,-,0,,,-,,-,,-,0,,,-,,-,"CONNECTICUT
(41.575155, -72.738288)",,20192903
MAINE,2019,29,,-,1,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",,20192904
MASSACHUSETTS,2019,29,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MASSACHUSETTS
(42.151077, -71.481104)",,20192905
NEW HAMPSHIRE,2019,29,,-,1,,,-,1,,,-,1,,,-,,-,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20192906
RHODE ISLAND,2019,29,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",,20192907
VERMONT,2019,29,,-,1,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"VERMONT
(44.075252, -72.662695)",,20192908
MIDDLE ATLANTIC,2019,29,,-,5,,30,,15,,,-,1,,,-,1,,,-,1,,,-,,-,,MIDDLE ATLANTIC,20192909
NEW JERSEY,2019,29,,-,5,,9,,6,,,-,0,,,-,,-,,-,0,,,-,,-,"NEW JERSEY
(40.110253, -74.655514)",,20192910
NEW YORK,2019,29,,-,2,,5,,2,,,-,0,,,-,,-,,-,0,,,-,,-,"NEW YORK
(42.921241, -75.59655)",,20192911
NEW YORK CITY,2019,29,,-,3,,14,,4,,,-,1,,,-,1,,,-,0,,,-,,-,,NEW YORK CITY,20192912
PENNSYLVANIA,2019,29,,-,2,,2,,3,,,-,0,,,-,,-,,-,1,,,-,,-,"PENNSYLVANIA
(40.896694, -77.838886)",,20192913
EAST NORTH CENTRAL,2019,29,,-,4,,9,,9,,,-,1,,1,,,-,,-,1,,,-,1,,,EAST NORTH CENTRAL,20192914
ILLINOIS,2019,29,,-,2,,4,,4,,,-,1,,,-,,-,,-,1,,,-,1,,"ILLINOIS
(40.124144, -89.148632)",,20192915
INDIANA,2019,29,,-,1,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"INDIANA
(39.919991, -86.2818)",,20192916
MICHIGAN,2019,29,,-,1,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,"MICHIGAN
(44.874798, -85.730977)",,20192917
OHIO,2019,29,,-,2,,2,,2,,,-,1,,1,,,-,,-,0,,,-,,-,"OHIO
(40.415534, -82.70936)",,20192918
WISCONSIN,2019,29,,-,1,,1,,1,,,-,0,,,-,,-,,-,1,,,-,,-,"WISCONSIN
(44.639954, -89.732969)",,20192919
WEST NORTH CENTRAL,2019,29,,-,6,,1,,4,,,-,0,,,-,,-,,-,1,,,-,,-,,WEST NORTH CENTRAL,20192920
IOWA,2019,29,,-,4,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"IOWA
(42.074659, -93.500061)",,20192921
KANSAS,2019,29,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"KANSAS
(38.484729, -98.38018)",,20192922
MINNESOTA,2019,29,,-,2,,,-,2,,,-,0,,,-,,-,,-,1,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",,20192923
MISSOURI,2019,29,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MISSOURI
(38.3675, -92.477244)",,20192924
NEBRASKA,2019,29,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"NEBRASKA
(41.527099, -99.810595)",,20192925
NORTH DAKOTA,2019,29,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20192926
SOUTH DAKOTA,2019,29,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20192927
SOUTH ATLANTIC,2019,29,,-,11,,42,,24,,,-,1,,,-,1,,,-,1,,,-,,-,,SOUTH ATLANTIC,20192928
