Reporting Area,MMWR Year,MMWR Week,"Dengue virus infections, Dengue, Current week","Dengue virus infections, Dengue, Current week, flag","Dengue virus infections, Dengue, Previous 52 weeks Max†","Dengue virus infections, Dengue, Previous 52 weeks Max†, flag","Dengue virus infections, Dengue, Cum 2022†","Dengue virus infections, Dengue, Cum 2022†, flag","Dengue virus infections, Dengue, Cum 2021†","Dengue virus infections, Dengue, Cum 2021†, flag","Dengue virus infections, Dengue-like illness, Current week","Dengue virus infections, Dengue-like illness, Current week, flag","Dengue virus infections, Dengue-like illness, Previous 52 weeks Max†","Dengue virus infections, Dengue-like illness, Previous 52 weeks Max†, flag","Dengue virus infections, Dengue-like illness, Cum 2022†","Dengue virus infections, Dengue-like illness, Cum 2022†, flag","Dengue virus infections, Dengue-like illness, Cum 2021†","Dengue virus infections, Dengue-like illness, Cum 2021†, flag","Dengue virus infections, Severe dengue, Current week","Dengue virus infections, Severe dengue, Current week, flag","Dengue virus infections, Severe dengue, Previous 52 weeks Max†","Dengue virus infections, Severe dengue, Previous 52 weeks Max†, flag","Dengue virus infections, Severe dengue,  Cum 2022†","Dengue virus infections, Severe dengue,  Cum 2022†, flag","Dengue virus infections, Severe dengue,  Cum 2021†","Dengue virus infections, Severe dengue, Cum 2021†, flag",Location 1,Location 2,Reporting Area Sort,geocode
INDIANA,2022,3,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,202200316,POINT (-86.2818 39.919991)
GEORGIA,2022,3,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GEORGIA,,202200332,POINT (-83.426574 32.638481)
OHIO,2022,3,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,OHIO,,202200318,POINT (-82.70936 40.415534)
OKLAHOMA,2022,3,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,OKLAHOMA,,202200346,POINT (-97.508297 35.583449)
MASSACHUSETTS,2022,3,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,202200305,POINT (-71.481104 42.151077)
ALABAMA,2022,3,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,ALABAMA,,202200339,POINT (-86.844516 32.756889)
NORTHERN MARIANA ISLANDS,2022,3,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,202200365,POINT (145.725693 15.1834)
MARYLAND,2022,3,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MARYLAND,,202200333,POINT (-76.687282 38.946466)
DISTRICT OF COLUMBIA,2022,3,,-,0,,,-,,-,,-,1,,1,,,-,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,202200330,POINT (-77.016275 38.904785)
NEW ENGLAND,2022,3,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,,NEW ENGLAND,202200302,
CONNECTICUT,2022,3,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,CONNECTICUT,,202200303,POINT (-72.738288 41.575155)
WEST SOUTH CENTRAL,2022,3,,-,3,,,-,1,,,-,0,,,-,,-,,-,1,,,-,,-,,WEST SOUTH CENTRAL,202200343,
MISSOURI,2022,3,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MISSOURI,,202200324,POINT (-92.477244 38.3675)
WASHINGTON,2022,3,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WASHINGTON,,202200362,POINT (-120.592492 47.411715)
EAST NORTH CENTRAL,2022,3,,-,3,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,,EAST NORTH CENTRAL,202200314,
MIDDLE ATLANTIC,2022,3,,-,4,,,-,1,,,-,1,,,-,,-,,-,0,,,-,,-,,MIDDLE ATLANTIC,202200309,
VERMONT,2022,3,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VERMONT,,202200308,POINT (-72.662695 44.075252)
RHODE ISLAND,2022,3,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,RHODE ISLAND,,202200307,POINT (-71.534637 41.572574)
VIRGINIA,2022,3,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,202200336,POINT (-78.666382 37.510861)
FLORIDA,2022,3,,-,3,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,FLORIDA,,202200331,POINT (-82.420978 28.260731)
GUAM,2022,3,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,202200366,POINT (144.653198 13.3532)
DELAWARE,2022,3,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,202200329,POINT (-75.452394 38.994926)
KANSAS,2022,3,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,202200322,POINT (-98.38018 38.484729)
MINNESOTA,2022,3,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,202200323,POINT (-94.198308 46.349153)
TENNESSEE,2022,3,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,TENNESSEE,,202200342,POINT (-86.343226 35.842998)
NEW YORK CITY,2022,3,,-,4,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,NEW YORK CITY,,202200312,
NORTH CAROLINA,2022,3,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTH CAROLINA,,202200334,POINT (-79.130883 35.52603)
MONTANA,2022,3,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MONTANA,,202200352,POINT (-109.645127 47.033521)
IDAHO,2022,3,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,IDAHO,,202200351,POINT (-114.659366 44.389073)
MICHIGAN,2022,3,,-,1,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,MICHIGAN,,202200317,POINT (-85.730977 44.874798)
WEST VIRGINIA,2022,3,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WEST VIRGINIA,,202200337,POINT (-80.613729 38.642579)
ILLINOIS,2022,3,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,ILLINOIS,,202200315,POINT (-89.148632 40.124144)
IOWA,2022,3,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,IOWA,,202200321,POINT (-93.500061 42.074659)
SOUTH CAROLINA,2022,3,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH CAROLINA,,202200335,POINT (-80.864614 33.878572)
MISSISSIPPI,2022,3,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MISSISSIPPI,,202200341,POINT (-89.65344 32.713378)
LOUISIANA,2022,3,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,202200345,POINT (-91.840238 30.921314)
ARKANSAS,2022,3,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,ARKANSAS,,202200344,POINT (-92.439162 34.899825)
WISCONSIN,2022,3,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WISCONSIN,,202200319,POINT (-89.732969 44.639954)
SOUTH DAKOTA,2022,3,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,202200327,POINT (-100.230491 44.43614)
WEST NORTH CENTRAL,2022,3,,-,1,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,,WEST NORTH CENTRAL,202200320,
PACIFIC,2022,3,,-,4,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,,PACIFIC,202200357,
ALASKA,2022,3,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,ALASKA,,202200358,POINT (-151.631889 63.631126)
NEBRASKA,2022,3,,-,1,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,NEBRASKA,,202200325,POINT (-99.810595 41.527099)
U.S. VIRGIN ISLANDS,2022,3,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,U.S. VIRGIN ISLANDS,,202200368,
PENNSYLVANIA,2022,4,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,PENNSYLVANIA,,202200413,POINT (-77.838886 40.896694)
WISCONSIN,2022,4,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WISCONSIN,,202200419,POINT (-89.732969 44.639954)
MIDDLE ATLANTIC,2022,4,,-,4,,,-,1,,,-,1,,,-,,-,,-,0,,,-,,-,,MIDDLE ATLANTIC,202200409,
LOUISIANA,2022,4,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,202200445,POINT (-91.840238 30.921314)
NORTH CAROLINA,2022,4,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTH CAROLINA,,202200434,POINT (-79.130883 35.52603)
SOUTH DAKOTA,2022,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,202200427,POINT (-100.230491 44.43614)
NEW MEXICO,2022,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEW MEXICO,,202200454,POINT (-106.108388 34.421369)
NORTH DAKOTA,2022,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,202200426,POINT (-100.46931 47.446305)
OREGON,2022,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,OREGON,,202200461,POINT (-120.605279 43.940449)
US TERRITORIES,2022,4,,-,18,,2,,56,,,-,6,,,-,6,,,-,4,,,-,10,,,US TERRITORIES,202200463,
PACIFIC,2022,4,,-,4,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,,PACIFIC,202200457,
PUERTO RICO,2022,4,,-,18,,2,,56,,,-,6,,,-,6,,,-,4,,,-,10,,PUERTO RICO,,202200467,POINT (-66.414655 18.215692)
KANSAS,2022,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,202200422,POINT (-98.38018 38.484729)
MISSOURI,2022,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MISSOURI,,202200424,POINT (-92.477244 38.3675)
RHODE ISLAND,2022,4,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,RHODE ISLAND,,202200407,POINT (-71.534637 41.572574)
HAWAII,2022,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,202200460,POINT (-157.854309 21.361013)
ARKANSAS,2022,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,ARKANSAS,,202200444,POINT (-92.439162 34.899825)
CONNECTICUT,2022,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,CONNECTICUT,,202200403,POINT (-72.738288 41.575155)
FLORIDA,2022,4,,-,4,,8,,,-,,-,0,,,-,,-,,-,0,,,-,,-,FLORIDA,,202200431,POINT (-82.420978 28.260731)
KENTUCKY,2022,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,KENTUCKY,,202200440,POINT (-85.290484 37.526683)
US RESIDENTS,2022,4,1,,8,,10,,9,,,-,1,,1,,1,,,-,1,,,-,,-,,US RESIDENTS,202200401,
DISTRICT OF COLUMBIA,2022,4,,-,0,,,-,,-,,-,1,,1,,,-,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,202200430,POINT (-77.016275 38.904785)
IDAHO,2022,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,IDAHO,,202200451,POINT (-114.659366 44.389073)
GEORGIA,2022,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GEORGIA,,202200432,POINT (-83.426574 32.638481)
MICHIGAN,2022,4,,-,1,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,MICHIGAN,,202200417,POINT (-85.730977 44.874798)
DELAWARE,2022,4,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,202200429,POINT (-75.452394 38.994926)
MOUNTAIN,2022,4,,-,3,,,-,,-,,-,0,,,-,1,,,-,0,,,-,,-,,MOUNTAIN,202200448,
TOTAL,2022,4,1,,20,,12,,65,,,-,6,,1,,7,,,-,4,,,-,10,,,TOTAL,202200470,
ALASKA,2022,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,ALASKA,,202200458,POINT (-151.631889 63.631126)
VIRGINIA,2022,4,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,202200436,POINT (-78.666382 37.510861)
NORTHERN MARIANA ISLANDS,2022,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,202200465,POINT (145.725693 15.1834)
WASHINGTON,2022,4,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WASHINGTON,,202200462,POINT (-120.592492 47.411715)
TENNESSEE,2022,4,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,TENNESSEE,,202200442,POINT (-86.343226 35.842998)
MINNESOTA,2022,4,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,202200423,POINT (-94.198308 46.349153)
VERMONT,2022,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VERMONT,,202200408,POINT (-72.662695 44.075252)
AMERICAN SAMOA,2022,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,AMERICAN SAMOA,,202200464,
TEXAS,2022,4,,-,3,,,-,1,,,-,0,,,-,,-,,-,1,,,-,,-,TEXAS,,202200447,POINT (-99.317341 31.447238)
NEBRASKA,2022,4,,-,1,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,NEBRASKA,,202200425,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2022,4,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL,202200438,
MONTANA,2022,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MONTANA,,202200452,POINT (-109.645127 47.033521)
MASSACHUSETTS,2022,4,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,202200405,POINT (-71.481104 42.151077)
GUAM,2022,4,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,202200466,POINT (144.653198 13.3532)
NEW YORK CITY,2022,4,,-,4,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,NEW YORK CITY,,202200412,
NEW HAMPSHIRE,2022,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEW HAMPSHIRE,,202200406,POINT (-71.57139 43.680429)
MISSISSIPPI,2022,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MISSISSIPPI,,202200441,POINT (-89.65344 32.713378)
SOUTH ATLANTIC,2022,4,,-,4,,8,,,-,,-,1,,1,,,-,,-,0,,,-,,-,,SOUTH ATLANTIC,202200428,
WEST VIRGINIA,2022,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WEST VIRGINIA,,202200437,POINT (-80.613729 38.642579)
NEW ENGLAND,2022,4,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,,NEW ENGLAND,202200402,
UTAH,2022,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,UTAH,,202200455,POINT (-111.678222 39.323779)
EAST NORTH CENTRAL,2022,4,1,,3,,2,,3,,,-,0,,,-,,-,,-,0,,,-,,-,,EAST NORTH CENTRAL,202200414,
U.S. VIRGIN ISLANDS,2022,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,U.S. VIRGIN ISLANDS,,202200468,
ARIZONA,2022,4,,-,2,,,-,,-,,-,0,,,-,1,,,-,0,,,-,,-,ARIZONA,,202200449,POINT (-111.664616 34.293239)
ILLINOIS,2022,4,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,ILLINOIS,,202200415,POINT (-89.148632 40.124144)
OHIO,2022,4,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,OHIO,,202200418,POINT (-82.70936 40.415534)
WEST SOUTH CENTRAL,2022,4,,-,3,,,-,1,,,-,0,,,-,,-,,-,1,,,-,,-,,WEST SOUTH CENTRAL,202200443,
WYOMING,2022,4,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,202200456,POINT (-107.55145 42.999627)
NEW YORK,2022,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEW YORK,,202200411,POINT (-75.59655 42.921241)
WEST NORTH CENTRAL,2022,4,,-,1,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,,WEST NORTH CENTRAL,202200420,
CALIFORNIA,2022,4,,-,4,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,CALIFORNIA,,202200459,POINT (-119.662127 37.211164)
MAINE,2022,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MAINE,,202200404,POINT (-69.06137 45.117911)
IOWA,2022,4,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,IOWA,,202200421,POINT (-93.500061 42.074659)
OKLAHOMA,2022,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,OKLAHOMA,,202200446,POINT (-97.508297 35.583449)
ALABAMA,2022,4,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,ALABAMA,,202200439,POINT (-86.844516 32.756889)
COLORADO,2022,4,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,COLORADO,,202200450,POINT (-105.547832 38.998552)
NON-US RESIDENTS,2022,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,202200469,
NEW JERSEY,2022,4,,-,2,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,NEW JERSEY,,202200410,POINT (-74.655514 40.110253)
NEVADA,2022,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEVADA,,202200453,POINT (-114.916992 39.283294)
MARYLAND,2022,4,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MARYLAND,,202200433,POINT (-76.687282 38.946466)
INDIANA,2022,4,1,,1,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,202200416,POINT (-86.2818 39.919991)
SOUTH CAROLINA,2022,4,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH CAROLINA,,202200435,POINT (-80.864614 33.878572)
MONTANA,2022,5,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MONTANA,,202200552,POINT (-109.645127 47.033521)
MINNESOTA,2022,5,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,202200523,POINT (-94.198308 46.349153)
WEST NORTH CENTRAL,2022,5,,-,1,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,,WEST NORTH CENTRAL,202200520,
VIRGINIA,2022,5,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,202200536,POINT (-78.666382 37.510861)
DISTRICT OF COLUMBIA,2022,5,,-,0,,,-,,-,,-,1,,1,,,-,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,202200530,POINT (-77.016275 38.904785)
DELAWARE,2022,5,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,202200529,POINT (-75.452394 38.994926)
NON-US RESIDENTS,2022,5,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,202200569,
KANSAS,2022,5,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,202200522,POINT (-98.38018 38.484729)
NEW MEXICO,2022,5,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEW MEXICO,,202200554,POINT (-106.108388 34.421369)
ALASKA,2022,5,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,ALASKA,,202200558,POINT (-151.631889 63.631126)
WEST SOUTH CENTRAL,2022,5,,-,3,,,-,1,,,-,0,,,-,,-,,-,1,,,-,,-,,WEST SOUTH CENTRAL,202200543,
NEW ENGLAND,2022,5,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,,NEW ENGLAND,202200502,
US RESIDENTS,2022,5,,-,8,,11,,11,,,-,1,,1,,1,,,-,1,,,-,,-,,US RESIDENTS,202200501,
EAST SOUTH CENTRAL,2022,5,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL,202200538,
SOUTH DAKOTA,2022,5,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,202200527,POINT (-100.230491 44.43614)
ARKANSAS,2022,5,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,ARKANSAS,,202200544,POINT (-92.439162 34.899825)
MOUNTAIN,2022,5,,-,3,,,-,1,,,-,0,,,-,1,,,-,0,,,-,,-,,MOUNTAIN,202200548,
SOUTH ATLANTIC,2022,5,,-,4,,8,,,-,,-,1,,1,,,-,,-,0,,,-,,-,,SOUTH ATLANTIC,202200528,
HAWAII,2022,5,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,202200560,POINT (-157.854309 21.361013)
WASHINGTON,2022,5,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WASHINGTON,,202200562,POINT (-120.592492 47.411715)
CALIFORNIA,2022,5,,-,4,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,CALIFORNIA,,202200559,POINT (-119.662127 37.211164)
TEXAS,2022,5,,-,3,,,-,1,,,-,0,,,-,,-,,-,1,,,-,,-,TEXAS,,202200547,POINT (-99.317341 31.447238)
GUAM,2022,5,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,202200566,POINT (144.653198 13.3532)
ALABAMA,2022,5,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,ALABAMA,,202200539,POINT (-86.844516 32.756889)
MASSACHUSETTS,2022,5,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,202200505,POINT (-71.481104 42.151077)
WISCONSIN,2022,5,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WISCONSIN,,202200519,POINT (-89.732969 44.639954)
NEBRASKA,2022,5,,-,1,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,NEBRASKA,,202200525,POINT (-99.810595 41.527099)
FLORIDA,2022,5,,-,4,,8,,,-,,-,0,,,-,,-,,-,0,,,-,,-,FLORIDA,,202200531,POINT (-82.420978 28.260731)
MISSISSIPPI,2022,5,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MISSISSIPPI,,202200541,POINT (-89.65344 32.713378)
WEST VIRGINIA,2022,5,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WEST VIRGINIA,,202200537,POINT (-80.613729 38.642579)
NORTH CAROLINA,2022,5,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTH CAROLINA,,202200534,POINT (-79.130883 35.52603)
NEW YORK,2022,5,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEW YORK,,202200511,POINT (-75.59655 42.921241)
COLORADO,2022,5,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,COLORADO,,202200550,POINT (-105.547832 38.998552)
OHIO,2022,5,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,OHIO,,202200518,POINT (-82.70936 40.415534)
UTAH,2022,5,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,UTAH,,202200555,POINT (-111.678222 39.323779)
EAST NORTH CENTRAL,2022,5,,-,3,,2,,4,,,-,0,,,-,,-,,-,0,,,-,,-,,EAST NORTH CENTRAL,202200514,
CONNECTICUT,2022,5,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,CONNECTICUT,,202200503,POINT (-72.738288 41.575155)
NEW HAMPSHIRE,2022,5,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEW HAMPSHIRE,,202200506,POINT (-71.57139 43.680429)
RHODE ISLAND,2022,5,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,RHODE ISLAND,,202200507,POINT (-71.534637 41.572574)
ILLINOIS,2022,5,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,ILLINOIS,,202200515,POINT (-89.148632 40.124144)
ARIZONA,2022,5,,-,2,,,-,1,,,-,0,,,-,1,,,-,0,,,-,,-,ARIZONA,,202200549,POINT (-111.664616 34.293239)
NEW JERSEY,2022,5,,-,2,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,NEW JERSEY,,202200510,POINT (-74.655514 40.110253)
INDIANA,2022,5,,-,1,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,202200516,POINT (-86.2818 39.919991)
MARYLAND,2022,5,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MARYLAND,,202200533,POINT (-76.687282 38.946466)
MISSOURI,2022,5,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MISSOURI,,202200524,POINT (-92.477244 38.3675)
KENTUCKY,2022,5,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,KENTUCKY,,202200540,POINT (-85.290484 37.526683)
NORTH DAKOTA,2022,5,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,202200526,POINT (-100.46931 47.446305)
AMERICAN SAMOA,2022,5,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,AMERICAN SAMOA,,202200564,
PUERTO RICO,2022,5,,-,18,,10,,70,,,-,6,,4,,12,,,-,4,,2,,10,,PUERTO RICO,,202200567,POINT (-66.414655 18.215692)
PACIFIC,2022,5,,-,4,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,,PACIFIC,202200557,
NEVADA,2022,5,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEVADA,,202200553,POINT (-114.916992 39.283294)
VERMONT,2022,5,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VERMONT,,202200508,POINT (-72.662695 44.075252)
TOTAL,2022,5,,-,20,,21,,81,,,-,6,,5,,13,,,-,4,,2,,10,,,TOTAL,202200570,
SOUTH CAROLINA,2022,5,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH CAROLINA,,202200535,POINT (-80.864614 33.878572)
US TERRITORIES,2022,5,,-,18,,10,,70,,,-,6,,4,,12,,,-,4,,2,,10,,,US TERRITORIES,202200563,
U.S. VIRGIN ISLANDS,2022,5,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,U.S. VIRGIN ISLANDS,,202200568,
OKLAHOMA,2022,5,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,OKLAHOMA,,202200546,POINT (-97.508297 35.583449)
MICHIGAN,2022,5,,-,1,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,MICHIGAN,,202200517,POINT (-85.730977 44.874798)
MAINE,2022,5,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MAINE,,202200504,POINT (-69.06137 45.117911)
