loc,cases,deaths,date,Region
PANGASINAN,150,0,11/12/2017,Region I-ILOCOS REGION
PANGASINAN,148,1,11/19/2017,Region I-ILOCOS REGION
PANGASINAN,184,0,11/26/2017,Region I-ILOCOS REGION
PANGASINAN,163,1,12/3/2017,Region I-ILOCOS REGION
PANGASINAN,135,0,12/10/2017,Region I-ILOCOS REGION
PANGASINAN,154,1,12/17/2017,Region I-ILOCOS REGION
PANGASINAN,121,1,12/24/2017,Region I-ILOCOS REGION
PANGASINAN,84,0,12/31/2017,Region I-ILOCOS REGION
PUERTO PRINCESA CITY,5,0,1/8/2017,REGION IVB-MIMAROPA
PUERTO PRINCESA CITY,1,0,1/15/2017,REGION IVB-MIMAROPA
PUERTO PRINCESA CITY,3,0,1/22/2017,REGION IVB-MIMAROPA
PUERTO PRINCESA CITY,12,0,1/29/2017,REGION IVB-MIMAROPA
PUERTO PRINCESA CITY,6,0,2/5/2017,REGION IVB-MIMAROPA
PUERTO PRINCESA CITY,8,0,2/12/2017,REGION IVB-MIMAROPA
PUERTO PRINCESA CITY,4,0,2/19/2017,REGION IVB-MIMAROPA
PUERTO PRINCESA CITY,10,0,2/26/2017,REGION IVB-MIMAROPA
PUERTO PRINCESA CITY,3,0,3/5/2017,REGION IVB-MIMAROPA
PUERTO PRINCESA CITY,10,0,3/12/2017,REGION IVB-MIMAROPA
PUERTO PRINCESA CITY,2,0,3/19/2017,REGION IVB-MIMAROPA
PUERTO PRINCESA CITY,0,0,3/26/2017,REGION IVB-MIMAROPA
PUERTO PRINCESA CITY,3,0,4/2/2017,REGION IVB-MIMAROPA
PUERTO PRINCESA CITY,1,0,4/9/2017,REGION IVB-MIMAROPA
PUERTO PRINCESA CITY,1,0,4/16/2017,REGION IVB-MIMAROPA
PUERTO PRINCESA CITY,0,0,4/23/2017,REGION IVB-MIMAROPA
PUERTO PRINCESA CITY,1,0,4/30/2017,REGION IVB-MIMAROPA
PUERTO PRINCESA CITY,0,0,5/7/2017,REGION IVB-MIMAROPA
PUERTO PRINCESA CITY,3,0,5/14/2017,REGION IVB-MIMAROPA
PUERTO PRINCESA CITY,4,0,5/21/2017,REGION IVB-MIMAROPA
PUERTO PRINCESA CITY,4,0,5/28/2017,REGION IVB-MIMAROPA
PUERTO PRINCESA CITY,0,0,6/4/2017,REGION IVB-MIMAROPA
PUERTO PRINCESA CITY,4,0,6/11/2017,REGION IVB-MIMAROPA
PUERTO PRINCESA CITY,1,0,6/18/2017,REGION IVB-MIMAROPA
PUERTO PRINCESA CITY,7,0,6/25/2017,REGION IVB-MIMAROPA
PUERTO PRINCESA CITY,3,0,7/2/2017,REGION IVB-MIMAROPA
PUERTO PRINCESA CITY,5,0,7/9/2017,REGION IVB-MIMAROPA
PUERTO PRINCESA CITY,2,0,7/16/2017,REGION IVB-MIMAROPA
PUERTO PRINCESA CITY,11,0,7/23/2017,REGION IVB-MIMAROPA
PUERTO PRINCESA CITY,8,0,7/30/2017,REGION IVB-MIMAROPA
PUERTO PRINCESA CITY,0,0,8/6/2017,REGION IVB-MIMAROPA
PUERTO PRINCESA CITY,4,0,8/13/2017,REGION IVB-MIMAROPA
PUERTO PRINCESA CITY,1,0,8/20/2017,REGION IVB-MIMAROPA
PUERTO PRINCESA CITY,7,1,8/27/2017,REGION IVB-MIMAROPA
PUERTO PRINCESA CITY,5,0,9/3/2017,REGION IVB-MIMAROPA
PUERTO PRINCESA CITY,11,0,9/10/2017,REGION IVB-MIMAROPA
PUERTO PRINCESA CITY,4,0,9/17/2017,REGION IVB-MIMAROPA
PUERTO PRINCESA CITY,8,0,9/24/2017,REGION IVB-MIMAROPA
PUERTO PRINCESA CITY,13,0,10/1/2017,REGION IVB-MIMAROPA
PUERTO PRINCESA CITY,5,0,10/8/2017,REGION IVB-MIMAROPA
PUERTO PRINCESA CITY,0,0,10/15/2017,REGION IVB-MIMAROPA
PUERTO PRINCESA CITY,5,0,10/22/2017,REGION IVB-MIMAROPA
PUERTO PRINCESA CITY,6,0,10/29/2017,REGION IVB-MIMAROPA
PUERTO PRINCESA CITY,6,0,11/5/2017,REGION IVB-MIMAROPA
PUERTO PRINCESA CITY,5,0,11/12/2017,REGION IVB-MIMAROPA
PUERTO PRINCESA CITY,8,0,11/19/2017,REGION IVB-MIMAROPA
PUERTO PRINCESA CITY,8,0,11/26/2017,REGION IVB-MIMAROPA
PUERTO PRINCESA CITY,9,0,12/3/2017,REGION IVB-MIMAROPA
PUERTO PRINCESA CITY,6,0,12/10/2017,REGION IVB-MIMAROPA
PUERTO PRINCESA CITY,6,0,12/17/2017,REGION IVB-MIMAROPA
PUERTO PRINCESA CITY,5,0,12/24/2017,REGION IVB-MIMAROPA
PUERTO PRINCESA CITY,5,0,12/31/2017,REGION IVB-MIMAROPA
QUEZON,25,0,1/8/2017,REGION IV-A-CALABARZON
QUEZON,19,0,1/15/2017,REGION IV-A-CALABARZON
QUEZON,16,0,1/22/2017,REGION IV-A-CALABARZON
QUEZON,32,0,1/29/2017,REGION IV-A-CALABARZON
QUEZON,39,0,2/5/2017,REGION IV-A-CALABARZON
QUEZON,30,0,2/12/2017,REGION IV-A-CALABARZON
QUEZON,31,0,2/19/2017,REGION IV-A-CALABARZON
QUEZON,21,0,2/26/2017,REGION IV-A-CALABARZON
QUEZON,19,0,3/5/2017,REGION IV-A-CALABARZON
QUEZON,18,0,3/12/2017,REGION IV-A-CALABARZON
QUEZON,30,0,3/19/2017,REGION IV-A-CALABARZON
QUEZON,27,0,3/26/2017,REGION IV-A-CALABARZON
QUEZON,12,0,4/2/2017,REGION IV-A-CALABARZON
QUEZON,10,0,4/9/2017,REGION IV-A-CALABARZON
QUEZON,8,0,4/16/2017,REGION IV-A-CALABARZON
QUEZON,14,0,4/23/2017,REGION IV-A-CALABARZON
QUEZON,1,0,4/30/2017,REGION IV-A-CALABARZON
QUEZON,11,0,5/7/2017,REGION IV-A-CALABARZON
QUEZON,12,0,5/14/2017,REGION IV-A-CALABARZON
QUEZON,5,0,5/21/2017,REGION IV-A-CALABARZON
QUEZON,18,0,5/28/2017,REGION IV-A-CALABARZON
QUEZON,20,0,6/4/2017,REGION IV-A-CALABARZON
QUEZON,8,0,6/11/2017,REGION IV-A-CALABARZON
QUEZON,18,0,6/18/2017,REGION IV-A-CALABARZON
QUEZON,24,0,6/25/2017,REGION IV-A-CALABARZON
QUEZON,27,0,7/2/2017,REGION IV-A-CALABARZON
QUEZON,23,0,7/9/2017,REGION IV-A-CALABARZON
QUEZON,43,0,7/16/2017,REGION IV-A-CALABARZON
QUEZON,37,0,7/23/2017,REGION IV-A-CALABARZON
QUEZON,39,0,7/30/2017,REGION IV-A-CALABARZON
QUEZON,44,0,8/6/2017,REGION IV-A-CALABARZON
QUEZON,36,0,8/13/2017,REGION IV-A-CALABARZON
QUEZON,29,0,8/20/2017,REGION IV-A-CALABARZON
QUEZON,44,0,8/27/2017,REGION IV-A-CALABARZON
QUEZON,35,0,9/3/2017,REGION IV-A-CALABARZON
QUEZON,40,0,9/10/2017,REGION IV-A-CALABARZON
QUEZON,23,0,9/17/2017,REGION IV-A-CALABARZON
QUEZON,33,0,9/24/2017,REGION IV-A-CALABARZON
QUEZON,47,0,10/1/2017,REGION IV-A-CALABARZON
QUEZON,48,0,10/8/2017,REGION IV-A-CALABARZON
QUEZON,39,0,10/15/2017,REGION IV-A-CALABARZON
QUEZON,36,0,10/22/2017,REGION IV-A-CALABARZON
QUEZON,45,0,10/29/2017,REGION IV-A-CALABARZON
QUEZON,45,1,11/5/2017,REGION IV-A-CALABARZON
QUEZON,45,0,11/12/2017,REGION IV-A-CALABARZON
QUEZON,42,0,11/19/2017,REGION IV-A-CALABARZON
QUEZON,51,0,11/26/2017,REGION IV-A-CALABARZON
QUEZON,39,0,12/3/2017,REGION IV-A-CALABARZON
QUEZON,51,0,12/10/2017,REGION IV-A-CALABARZON
QUEZON,21,0,12/17/2017,REGION IV-A-CALABARZON
QUEZON,25,0,12/24/2017,REGION IV-A-CALABARZON
QUEZON,5,0,12/31/2017,REGION IV-A-CALABARZON
QUIRINO,2,0,1/8/2017,Region II-CAGAYAN VALLEY
QUIRINO,6,0,1/15/2017,Region II-CAGAYAN VALLEY
QUIRINO,8,0,1/22/2017,Region II-CAGAYAN VALLEY
QUIRINO,0,0,1/29/2017,Region II-CAGAYAN VALLEY
QUIRINO,0,0,2/5/2017,Region II-CAGAYAN VALLEY
QUIRINO,4,0,2/12/2017,Region II-CAGAYAN VALLEY
QUIRINO,4,0,2/19/2017,Region II-CAGAYAN VALLEY
QUIRINO,1,0,2/26/2017,Region II-CAGAYAN VALLEY
QUIRINO,0,0,3/5/2017,Region II-CAGAYAN VALLEY
QUIRINO,5,0,3/12/2017,Region II-CAGAYAN VALLEY
QUIRINO,5,0,3/19/2017,Region II-CAGAYAN VALLEY
QUIRINO,0,0,3/26/2017,Region II-CAGAYAN VALLEY
QUIRINO,1,0,4/2/2017,Region II-CAGAYAN VALLEY
QUIRINO,6,0,4/9/2017,Region II-CAGAYAN VALLEY
QUIRINO,3,0,4/16/2017,Region II-CAGAYAN VALLEY
QUIRINO,0,0,4/23/2017,Region II-CAGAYAN VALLEY
QUIRINO,1,0,4/30/2017,Region II-CAGAYAN VALLEY
QUIRINO,2,0,5/7/2017,Region II-CAGAYAN VALLEY
QUIRINO,0,0,5/14/2017,Region II-CAGAYAN VALLEY
QUIRINO,1,0,5/21/2017,Region II-CAGAYAN VALLEY
QUIRINO,0,0,5/28/2017,Region II-CAGAYAN VALLEY
QUIRINO,1,0,6/4/2017,Region II-CAGAYAN VALLEY
QUIRINO,0,0,6/11/2017,Region II-CAGAYAN VALLEY
QUIRINO,4,0,6/18/2017,Region II-CAGAYAN VALLEY
QUIRINO,4,0,6/25/2017,Region II-CAGAYAN VALLEY
QUIRINO,2,0,7/2/2017,Region II-CAGAYAN VALLEY
QUIRINO,2,0,7/9/2017,Region II-CAGAYAN VALLEY
QUIRINO,3,0,7/16/2017,Region II-CAGAYAN VALLEY
QUIRINO,1,0,7/23/2017,Region II-CAGAYAN VALLEY
QUIRINO,10,0,7/30/2017,Region II-CAGAYAN VALLEY
QUIRINO,8,0,8/6/2017,Region II-CAGAYAN VALLEY
QUIRINO,12,0,8/13/2017,Region II-CAGAYAN VALLEY
QUIRINO,16,1,8/20/2017,Region II-CAGAYAN VALLEY
QUIRINO,20,0,8/27/2017,Region II-CAGAYAN VALLEY
QUIRINO,9,0,9/3/2017,Region II-CAGAYAN VALLEY
QUIRINO,12,0,9/10/2017,Region II-CAGAYAN VALLEY
QUIRINO,4,0,9/17/2017,Region II-CAGAYAN VALLEY
QUIRINO,2,0,9/24/2017,Region II-CAGAYAN VALLEY
QUIRINO,3,0,10/1/2017,Region II-CAGAYAN VALLEY
QUIRINO,3,0,10/8/2017,Region II-CAGAYAN VALLEY
QUIRINO,1,2,10/15/2017,Region II-CAGAYAN VALLEY
QUIRINO,7,0,10/22/2017,Region II-CAGAYAN VALLEY
QUIRINO,12,0,10/29/2017,Region II-CAGAYAN VALLEY
QUIRINO,8,0,11/5/2017,Region II-CAGAYAN VALLEY
QUIRINO,9,0,11/12/2017,Region II-CAGAYAN VALLEY
QUIRINO,6,0,11/19/2017,Region II-CAGAYAN VALLEY
QUIRINO,2,0,11/26/2017,Region II-CAGAYAN VALLEY
QUIRINO,9,0,12/3/2017,Region II-CAGAYAN VALLEY
QUIRINO,8,1,12/10/2017,Region II-CAGAYAN VALLEY
QUIRINO,8,0,12/17/2017,Region II-CAGAYAN VALLEY
QUIRINO,3,0,12/24/2017,Region II-CAGAYAN VALLEY
QUIRINO,8,0,12/31/2017,Region II-CAGAYAN VALLEY
RIZAL,73,1,1/8/2017,REGION IV-A-CALABARZON
RIZAL,70,1,1/15/2017,REGION IV-A-CALABARZON
RIZAL,68,2,1/22/2017,REGION IV-A-CALABARZON
RIZAL,72,0,1/29/2017,REGION IV-A-CALABARZON
RIZAL,70,0,2/5/2017,REGION IV-A-CALABARZON
RIZAL,67,0,2/12/2017,REGION IV-A-CALABARZON
RIZAL,71,0,2/19/2017,REGION IV-A-CALABARZON
RIZAL,71,0,2/26/2017,REGION IV-A-CALABARZON
RIZAL,52,0,3/5/2017,REGION IV-A-CALABARZON
RIZAL,63,0,3/12/2017,REGION IV-A-CALABARZON
RIZAL,53,0,3/19/2017,REGION IV-A-CALABARZON
RIZAL,58,0,3/26/2017,REGION IV-A-CALABARZON
RIZAL,49,0,4/2/2017,REGION IV-A-CALABARZON
RIZAL,39,0,4/9/2017,REGION IV-A-CALABARZON
RIZAL,35,0,4/16/2017,REGION IV-A-CALABARZON
RIZAL,39,0,4/23/2017,REGION IV-A-CALABARZON
RIZAL,17,0,4/30/2017,REGION IV-A-CALABARZON
RIZAL,26,0,5/7/2017,REGION IV-A-CALABARZON
RIZAL,24,0,5/14/2017,REGION IV-A-CALABARZON
RIZAL,24,0,5/21/2017,REGION IV-A-CALABARZON
RIZAL,21,0,5/28/2017,REGION IV-A-CALABARZON
RIZAL,28,0,6/4/2017,REGION IV-A-CALABARZON
RIZAL,27,0,6/11/2017,REGION IV-A-CALABARZON
RIZAL,53,1,6/18/2017,REGION IV-A-CALABARZON
RIZAL,45,0,6/25/2017,REGION IV-A-CALABARZON
RIZAL,54,0,7/2/2017,REGION IV-A-CALABARZON
RIZAL,54,0,7/9/2017,REGION IV-A-CALABARZON
RIZAL,106,1,7/16/2017,REGION IV-A-CALABARZON
RIZAL,142,1,7/23/2017,REGION IV-A-CALABARZON
RIZAL,117,1,7/30/2017,REGION IV-A-CALABARZON
RIZAL,157,0,8/6/2017,REGION IV-A-CALABARZON
RIZAL,201,0,8/13/2017,REGION IV-A-CALABARZON
RIZAL,185,1,8/20/2017,REGION IV-A-CALABARZON
RIZAL,204,3,8/27/2017,REGION IV-A-CALABARZON
RIZAL,156,2,9/3/2017,REGION IV-A-CALABARZON
RIZAL,157,0,9/10/2017,REGION IV-A-CALABARZON
RIZAL,146,1,9/17/2017,REGION IV-A-CALABARZON
RIZAL,99,1,9/24/2017,REGION IV-A-CALABARZON
RIZAL,76,1,10/1/2017,REGION IV-A-CALABARZON
RIZAL,99,1,10/8/2017,REGION IV-A-CALABARZON
RIZAL,100,0,10/15/2017,REGION IV-A-CALABARZON
RIZAL,98,3,10/22/2017,REGION IV-A-CALABARZON
RIZAL,116,1,10/29/2017,REGION IV-A-CALABARZON
RIZAL,92,2,11/5/2017,REGION IV-A-CALABARZON
RIZAL,123,2,11/12/2017,REGION IV-A-CALABARZON
RIZAL,121,0,11/19/2017,REGION IV-A-CALABARZON
RIZAL,118,0,11/26/2017,REGION IV-A-CALABARZON
RIZAL,97,5,12/3/2017,REGION IV-A-CALABARZON
RIZAL,92,2,12/10/2017,REGION IV-A-CALABARZON
RIZAL,84,0,12/17/2017,REGION IV-A-CALABARZON
RIZAL,52,0,12/24/2017,REGION IV-A-CALABARZON
RIZAL,47,1,12/31/2017,REGION IV-A-CALABARZON
ROMBLON,0,0,1/8/2017,REGION IVB-MIMAROPA
ROMBLON,1,0,1/15/2017,REGION IVB-MIMAROPA
ROMBLON,1,0,1/22/2017,REGION IVB-MIMAROPA
ROMBLON,0,0,1/29/2017,REGION IVB-MIMAROPA
ROMBLON,1,0,2/5/2017,REGION IVB-MIMAROPA
ROMBLON,1,0,2/12/2017,REGION IVB-MIMAROPA
ROMBLON,3,0,2/19/2017,REGION IVB-MIMAROPA
ROMBLON,3,0,2/26/2017,REGION IVB-MIMAROPA
ROMBLON,4,0,3/5/2017,REGION IVB-MIMAROPA
ROMBLON,0,0,3/12/2017,REGION IVB-MIMAROPA
ROMBLON,0,0,3/19/2017,REGION IVB-MIMAROPA
ROMBLON,1,0,3/26/2017,REGION IVB-MIMAROPA
ROMBLON,5,0,4/2/2017,REGION IVB-MIMAROPA
ROMBLON,0,0,4/9/2017,REGION IVB-MIMAROPA
ROMBLON,0,0,4/16/2017,REGION IVB-MIMAROPA
ROMBLON,0,0,4/23/2017,REGION IVB-MIMAROPA
ROMBLON,0,0,4/30/2017,REGION IVB-MIMAROPA
ROMBLON,2,0,5/7/2017,REGION IVB-MIMAROPA
ROMBLON,0,0,5/14/2017,REGION IVB-MIMAROPA
ROMBLON,0,0,5/21/2017,REGION IVB-MIMAROPA
ROMBLON,2,0,5/28/2017,REGION IVB-MIMAROPA
ROMBLON,3,0,6/4/2017,REGION IVB-MIMAROPA
ROMBLON,0,0,6/11/2017,REGION IVB-MIMAROPA
ROMBLON,10,0,6/18/2017,REGION IVB-MIMAROPA
ROMBLON,9,0,6/25/2017,REGION IVB-MIMAROPA
ROMBLON,7,0,7/2/2017,REGION IVB-MIMAROPA
ROMBLON,6,0,7/9/2017,REGION IVB-MIMAROPA
ROMBLON,16,0,7/16/2017,REGION IVB-MIMAROPA
ROMBLON,3,0,7/23/2017,REGION IVB-MIMAROPA
ROMBLON,3,0,7/30/2017,REGION IVB-MIMAROPA
ROMBLON,12,0,8/6/2017,REGION IVB-MIMAROPA
ROMBLON,18,0,8/13/2017,REGION IVB-MIMAROPA
ROMBLON,14,0,8/20/2017,REGION IVB-MIMAROPA
ROMBLON,4,0,8/27/2017,REGION IVB-MIMAROPA
ROMBLON,0,0,9/3/2017,REGION IVB-MIMAROPA
ROMBLON,1,0,9/10/2017,REGION IVB-MIMAROPA
ROMBLON,7,0,9/17/2017,REGION IVB-MIMAROPA
ROMBLON,2,0,9/24/2017,REGION IVB-MIMAROPA
ROMBLON,0,0,10/1/2017,REGION IVB-MIMAROPA
ROMBLON,1,0,10/8/2017,REGION IVB-MIMAROPA
ROMBLON,1,0,10/15/2017,REGION IVB-MIMAROPA
ROMBLON,1,0,10/22/2017,REGION IVB-MIMAROPA
ROMBLON,1,0,10/29/2017,REGION IVB-MIMAROPA
ROMBLON,1,0,11/5/2017,REGION IVB-MIMAROPA
ROMBLON,2,0,11/12/2017,REGION IVB-MIMAROPA
ROMBLON,0,0,11/19/2017,REGION IVB-MIMAROPA
ROMBLON,1,0,11/26/2017,REGION IVB-MIMAROPA
ROMBLON,1,0,12/3/2017,REGION IVB-MIMAROPA
ROMBLON,0,0,12/10/2017,REGION IVB-MIMAROPA
ROMBLON,0,0,12/17/2017,REGION IVB-MIMAROPA
ROMBLON,0,0,12/24/2017,REGION IVB-MIMAROPA
ROMBLON,1,0,12/31/2017,REGION IVB-MIMAROPA
SANTIAGO CITY,3,0,1/8/2017,Region II-CAGAYAN VALLEY
SANTIAGO CITY,0,0,1/15/2017,Region II-CAGAYAN VALLEY
SANTIAGO CITY,3,0,1/22/2017,Region II-CAGAYAN VALLEY
SANTIAGO CITY,1,0,1/29/2017,Region II-CAGAYAN VALLEY
SANTIAGO CITY,1,0,2/5/2017,Region II-CAGAYAN VALLEY
SANTIAGO CITY,2,0,2/12/2017,Region II-CAGAYAN VALLEY
SANTIAGO CITY,0,0,2/19/2017,Region II-CAGAYAN VALLEY
SANTIAGO CITY,1,0,2/26/2017,Region II-CAGAYAN VALLEY
SANTIAGO CITY,0,0,3/5/2017,Region II-CAGAYAN VALLEY
SANTIAGO CITY,1,0,3/12/2017,Region II-CAGAYAN VALLEY
SANTIAGO CITY,0,0,3/19/2017,Region II-CAGAYAN VALLEY
SANTIAGO CITY,0,0,3/26/2017,Region II-CAGAYAN VALLEY
SANTIAGO CITY,1,0,4/2/2017,Region II-CAGAYAN VALLEY
SANTIAGO CITY,0,0,4/9/2017,Region II-CAGAYAN VALLEY
SANTIAGO CITY,1,0,4/16/2017,Region II-CAGAYAN VALLEY
SANTIAGO CITY,0,0,4/23/2017,Region II-CAGAYAN VALLEY
SANTIAGO CITY,1,0,4/30/2017,Region II-CAGAYAN VALLEY
SANTIAGO CITY,1,0,5/7/2017,Region II-CAGAYAN VALLEY
SANTIAGO CITY,5,0,5/14/2017,Region II-CAGAYAN VALLEY
SANTIAGO CITY,4,0,5/21/2017,Region II-CAGAYAN VALLEY
SANTIAGO CITY,1,0,5/28/2017,Region II-CAGAYAN VALLEY
SANTIAGO CITY,1,0,6/4/2017,Region II-CAGAYAN VALLEY
SANTIAGO CITY,0,0,6/11/2017,Region II-CAGAYAN VALLEY
SANTIAGO CITY,3,0,6/18/2017,Region II-CAGAYAN VALLEY
SANTIAGO CITY,2,0,6/25/2017,Region II-CAGAYAN VALLEY
SANTIAGO CITY,1,0,7/2/2017,Region II-CAGAYAN VALLEY
SANTIAGO CITY,4,0,7/9/2017,Region II-CAGAYAN VALLEY
SANTIAGO CITY,2,0,7/16/2017,Region II-CAGAYAN VALLEY
SANTIAGO CITY,4,0,7/23/2017,Region II-CAGAYAN VALLEY
SANTIAGO CITY,6,0,7/30/2017,Region II-CAGAYAN VALLEY
SANTIAGO CITY,5,0,8/6/2017,Region II-CAGAYAN VALLEY
SANTIAGO CITY,17,0,8/13/2017,Region II-CAGAYAN VALLEY
SANTIAGO CITY,12,0,8/20/2017,Region II-CAGAYAN VALLEY
SANTIAGO CITY,4,0,8/27/2017,Region II-CAGAYAN VALLEY
SANTIAGO CITY,3,0,9/3/2017,Region II-CAGAYAN VALLEY
SANTIAGO CITY,3,0,9/10/2017,Region II-CAGAYAN VALLEY
SANTIAGO CITY,4,0,9/17/2017,Region II-CAGAYAN VALLEY
SANTIAGO CITY,0,0,9/24/2017,Region II-CAGAYAN VALLEY
SANTIAGO CITY,0,0,10/1/2017,Region II-CAGAYAN VALLEY
SANTIAGO CITY,0,0,10/8/2017,Region II-CAGAYAN VALLEY
SANTIAGO CITY,1,0,10/15/2017,Region II-CAGAYAN VALLEY
SANTIAGO CITY,5,0,10/22/2017,Region II-CAGAYAN VALLEY
SANTIAGO CITY,8,0,10/29/2017,Region II-CAGAYAN VALLEY
SANTIAGO CITY,2,0,11/5/2017,Region II-CAGAYAN VALLEY
SANTIAGO CITY,9,0,11/12/2017,Region II-CAGAYAN VALLEY
SANTIAGO CITY,3,0,11/19/2017,Region II-CAGAYAN VALLEY
SANTIAGO CITY,3,0,11/26/2017,Region II-CAGAYAN VALLEY
SANTIAGO CITY,8,1,12/3/2017,Region II-CAGAYAN VALLEY
SANTIAGO CITY,9,0,12/10/2017,Region II-CAGAYAN VALLEY
SANTIAGO CITY,3,0,12/17/2017,Region II-CAGAYAN VALLEY
SANTIAGO CITY,5,0,12/24/2017,Region II-CAGAYAN VALLEY
SANTIAGO CITY,6,0,12/31/2017,Region II-CAGAYAN VALLEY
SORSOGON,13,0,1/8/2017,REGION V-BICOL REGION
SORSOGON,5,0,1/15/2017,REGION V-BICOL REGION
SORSOGON,6,0,1/22/2017,REGION V-BICOL REGION
SORSOGON,4,0,1/29/2017,REGION V-BICOL REGION
SORSOGON,5,0,2/5/2017,REGION V-BICOL REGION
SORSOGON,1,0,2/12/2017,REGION V-BICOL REGION
SORSOGON,6,0,2/19/2017,REGION V-BICOL REGION
SORSOGON,1,0,2/26/2017,REGION V-BICOL REGION
SORSOGON,8,0,3/5/2017,REGION V-BICOL REGION
SORSOGON,1,0,3/12/2017,REGION V-BICOL REGION
SORSOGON,2,0,3/19/2017,REGION V-BICOL REGION
SORSOGON,2,0,3/26/2017,REGION V-BICOL REGION
SORSOGON,3,0,4/2/2017,REGION V-BICOL REGION
SORSOGON,1,0,4/9/2017,REGION V-BICOL REGION
SORSOGON,0,0,4/16/2017,REGION V-BICOL REGION
SORSOGON,4,0,4/23/2017,REGION V-BICOL REGION
SORSOGON,2,0,4/30/2017,REGION V-BICOL REGION
SORSOGON,1,0,5/7/2017,REGION V-BICOL REGION
SORSOGON,1,0,5/14/2017,REGION V-BICOL REGION
SORSOGON,1,0,5/21/2017,REGION V-BICOL REGION
SORSOGON,2,0,5/28/2017,REGION V-BICOL REGION
SORSOGON,0,0,6/4/2017,REGION V-BICOL REGION
SORSOGON,1,0,6/11/2017,REGION V-BICOL REGION
SORSOGON,0,0,6/18/2017,REGION V-BICOL REGION
SORSOGON,2,0,6/25/2017,REGION V-BICOL REGION
SORSOGON,4,0,7/2/2017,REGION V-BICOL REGION
SORSOGON,6,0,7/9/2017,REGION V-BICOL REGION
SORSOGON,8,0,7/16/2017,REGION V-BICOL REGION
SORSOGON,0,0,7/23/2017,REGION V-BICOL REGION
SORSOGON,4,0,7/30/2017,REGION V-BICOL REGION
SORSOGON,8,0,8/6/2017,REGION V-BICOL REGION
SORSOGON,5,0,8/13/2017,REGION V-BICOL REGION
SORSOGON,6,0,8/20/2017,REGION V-BICOL REGION
SORSOGON,9,0,8/27/2017,REGION V-BICOL REGION
SORSOGON,11,0,9/3/2017,REGION V-BICOL REGION
SORSOGON,5,0,9/10/2017,REGION V-BICOL REGION
SORSOGON,0,0,9/17/2017,REGION V-BICOL REGION
SORSOGON,2,0,9/24/2017,REGION V-BICOL REGION
SORSOGON,2,0,10/1/2017,REGION V-BICOL REGION
SORSOGON,5,0,10/8/2017,REGION V-BICOL REGION
SORSOGON,2,0,10/15/2017,REGION V-BICOL REGION
SORSOGON,5,0,10/22/2017,REGION V-BICOL REGION
SORSOGON,8,0,10/29/2017,REGION V-BICOL REGION
SORSOGON,11,0,11/5/2017,REGION V-BICOL REGION
SORSOGON,11,0,11/12/2017,REGION V-BICOL REGION
SORSOGON,15,0,11/19/2017,REGION V-BICOL REGION
SORSOGON,8,0,11/26/2017,REGION V-BICOL REGION
SORSOGON,13,0,12/3/2017,REGION V-BICOL REGION
SORSOGON,24,0,12/10/2017,REGION V-BICOL REGION
SORSOGON,16,0,12/17/2017,REGION V-BICOL REGION
SORSOGON,6,0,12/24/2017,REGION V-BICOL REGION
SORSOGON,1,0,12/31/2017,REGION V-BICOL REGION
TARLAC,35,1,1/8/2017,REGION III-CENTRAL LUZON
TARLAC,43,0,1/15/2017,REGION III-CENTRAL LUZON
TARLAC,38,0,1/22/2017,REGION III-CENTRAL LUZON
TARLAC,43,0,1/29/2017,REGION III-CENTRAL LUZON
TARLAC,37,0,2/5/2017,REGION III-CENTRAL LUZON
TARLAC,35,1,2/12/2017,REGION III-CENTRAL LUZON
TARLAC,36,0,2/19/2017,REGION III-CENTRAL LUZON
TARLAC,22,0,2/26/2017,REGION III-CENTRAL LUZON
TARLAC,26,0,3/5/2017,REGION III-CENTRAL LUZON
TARLAC,20,0,3/12/2017,REGION III-CENTRAL LUZON
TARLAC,18,0,3/19/2017,REGION III-CENTRAL LUZON
TARLAC,17,0,3/26/2017,REGION III-CENTRAL LUZON
TARLAC,12,0,4/2/2017,REGION III-CENTRAL LUZON
TARLAC,19,0,4/9/2017,REGION III-CENTRAL LUZON
TARLAC,14,0,4/16/2017,REGION III-CENTRAL LUZON
TARLAC,11,0,4/23/2017,REGION III-CENTRAL LUZON
TARLAC,13,0,4/30/2017,REGION III-CENTRAL LUZON
TARLAC,14,0,5/7/2017,REGION III-CENTRAL LUZON
TARLAC,27,1,5/14/2017,REGION III-CENTRAL LUZON
TARLAC,34,0,5/21/2017,REGION III-CENTRAL LUZON
TARLAC,19,0,5/28/2017,REGION III-CENTRAL LUZON
TARLAC,22,0,6/4/2017,REGION III-CENTRAL LUZON
TARLAC,19,0,6/11/2017,REGION III-CENTRAL LUZON
TARLAC,30,0,6/18/2017,REGION III-CENTRAL LUZON
TARLAC,26,0,6/25/2017,REGION III-CENTRAL LUZON
TARLAC,48,0,7/2/2017,REGION III-CENTRAL LUZON
TARLAC,44,0,7/9/2017,REGION III-CENTRAL LUZON
TARLAC,87,0,7/16/2017,REGION III-CENTRAL LUZON
TARLAC,133,0,7/23/2017,REGION III-CENTRAL LUZON
TARLAC,127,0,7/30/2017,REGION III-CENTRAL LUZON
TARLAC,154,0,8/6/2017,REGION III-CENTRAL LUZON
TARLAC,202,1,8/13/2017,REGION III-CENTRAL LUZON
